#time,CK_0001a,CK_0001b,CK_0002a,CK_0002b,CK_0003a,CK_0003b,CK_0004a,CK_0004b,CK_0005a,CK_0005b,CK_0006a,CK_0006b,CK_0007a,CK_0007b,CK_0008a,CK_0008b,CK_0009a,CK_0009b,CK_0010a,CK_0010b,CK_0011a,CK_0011b,CK_0012a,CK_0012b,CK_0013a,CK_0013b,CK_0014a,CK_0014b,CK_0015a,CK_0015b,CK_0016a,CK_0016b,CK_0017a,CK_0017b,CK_0018a,CK_0018b,CK_0019a,CK_0019b,CK_0020a,CK_0020b,CK_0021a,CK_0021b,CK_0022a,CK_0022b,CK_0029a,CK_0029b,CK_0030a,CK_0030b,CK_0031a,CK_0031b,CK_0032a,CK_0032b,CK_0033a,CK_0033b,CK_0034a,CK_0034b,CK_0035a,CK_0035b,CK_0036a,CK_0036b,CK_0029a,CK_0029b,CK_0030a,CK_0030b,CK_0031a,CK_0031b,CK_0032a,CK_0032b,CK_0033a,CK_0033b,CK_0034a,CK_0034b,CK_0035a,CK_0035b,CK_0036a,CK_0036b,Vout_0001a,Vout_0001b,Vout_0002a,Vout_0002b,Vout_0003a,Vout_0003b,Vout_0004a,Vout_0004b,Vout_0005a,Vout_0005b,Vout_0006a,Vout_0006b,Vout_0007a,Vout_0007b,Vout_0008a,Vout_0008b,Vout_0009a,Vout_0009b,Vout_0010a,Vout_0010b,Vout_0011a,Vout_0011b,Vout_0012a,Vout_0012b,Vout_0013a,Vout_0013b,Vout_0014a,Vout_0014b,Vout_0015a,Vout_0015b,Vout_0016a,Vout_0016b,Vout_0017a,Vout_0017b,Vout_0018a,Vout_0018b,Vout_0019a,Vout_0019b,Vout_0020a,Vout_0020b,Vout_0021a,Vout_0021b,Vout_0022a,Vout_0022b,Vout_0029a,Vout_0029b,Vout_0030a,Vout_0030b,Vout_0031a,Vout_0031b,Vout_0032a,Vout_0032b,Vout_0033a,Vout_0033b,Vout_0034a,Vout_0034b,Vout_0035a,Vout_0035b,Vout_0036a,Vout_0036b,Vout_0029a,Vout_0029b,Vout_0030a,Vout_0030b,Vout_0031a,Vout_0031b,Vout_0032a,Vout_0032b,Vout_0033a,Vout_0033b,Vout_0034a,Vout_0034b,Vout_0035a,Vout_0035b,Vout_0036a,Vout_0036b,driver_0024a,driver_0024b,driver_0026a,driver_0026b,Out_0014a,Out_0014b,Out_0008a,Out_0008b,Out_0021a,Out_0021b,Out_0002a,Out_0002b
82,-1,-1,2,2,2,2,1,1,1,1,-1,-1,1,1,2,2,-1,-1,-2,-2,2,2,-2,-2,2,2,2,2,1,1,-1,-1,1,1,-2,-2,2,2,1,1,2,2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2.615540e-01,-6.985955e-02,-4.214118e-01,7.027324e-01,-7.928660e-01,3.621241e-01,-7.441893e-01,5.356635e-01,-6.566174e-01,8.326402e-01,1.980254e-01,1.206298e-01,-7.703002e-01,7.702780e-01,-7.093729e-01,7.104893e-02,1.192066e-01,1.321182e-01,7.899722e-02,9.815144e-02,-7.859825e-01,7.175606e-01,1.054984e-01,1.575713e-01,-1.873127e-01,7.676186e-01,-6.761281e-01,4.009460e-01,-4.494343e-01,2.708248e-01,-1.071309e-01,-1.237806e-01,-8.844169e-02,6.398395e-01,-5.897951e-02,-8.038272e-02,-7.708453e-01,6.252025e-01,-7.572806e-01,4.715504e-01,-1.816379e-02,7.907701e-01,-6.964432e-02,7.018119e-02,-4.326209e-01,-1.426126e-01,-3.966431e-01,-2.181135e-01,-1.758411e-01,-8.634555e-02,-1.666423e-01,-1.243294e-01,-1.410396e-01,-9.807121e-02,-1.218354e-01,-1.099367e-01,-2.054707e-01,-1.553484e-01,-1.887371e-01,-1.702296e-01,2.112620e-01,4.340050e-01,1.129978e-01,4.288877e-01,1.114304e-01,1.546137e-01,1.151391e-01,1.587844e-01,1.039854e-01,1.102791e-01,1.075306e-01,1.071283e-01,2.022954e-01,2.135394e-01,2.113066e-01,1.930166e-01,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,-6.756503e-01,3.999637e-01,-7.091539e-01,7.030080e-02,-1.761874e-02,7.905973e-01,-4.202461e-01,7.027868e-01
83,0,0,2,2,2,2,0,0,0,0,0,0,0,0,2,2,0,0,-2,-2,2,2,-2,-2,2,2,2,2,0,0,0,0,0,0,-2,-2,2,2,0,0,2,2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.504700e-01,3.446526e-01,-7.705541e-01,6.598721e-01,-7.901743e-01,5.561935e-01,-7.589460e-01,4.432503e-01,-6.836277e-01,7.259866e-01,9.018102e-02,5.150829e-01,-7.254556e-01,7.614512e-01,-8.146585e-01,4.130556e-01,-2.069444e-01,4.771034e-01,-4.279428e-02,8.422454e-02,-6.982929e-01,8.522454e-01,9.761531e-02,1.342505e-01,-4.111375e-01,7.661294e-01,-7.333911e-01,7.093671e-01,-4.165674e-01,2.342953e-01,-6.230548e-01,7.794714e-02,-5.488730e-02,4.955527e-01,-1.347127e-01,-9.442862e-02,-8.317167e-01,5.469928e-01,-6.613859e-01,5.785205e-01,-4.265570e-01,8.534856e-01,-7.534697e-02,7.712374e-02,-6.247945e-01,5.944198e-01,-6.903902e-01,2.857316e-01,-5.894242e-01,6.071746e-01,-6.637130e-01,2.885182e-01,-6.201189e-01,4.799293e-01,-6.789311e-01,1.829572e-01,-6.219031e-01,1.731020e-01,-6.241131e-01,-4.257741e-02,-4.073164e-01,8.255603e-01,-6.387288e-01,6.425984e-01,-3.820262e-01,8.464388e-01,-5.538863e-01,5.875953e-01,-2.817138e-01,7.865802e-01,-4.464041e-01,5.256033e-01,4.600703e-02,6.234048e-01,-6.272940e-02,5.044166e-01,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,-7.312239e-01,7.099290e-01,-8.124189e-01,4.142174e-01,-4.273737e-01,8.518825e-01,-7.704634e-01,6.584931e-01
84,1,1,2,2,2,2,-1,-1,-1,-1,1,1,-1,-1,2,2,1,1,-2,-2,2,2,-2,-2,2,2,2,2,-1,-1,1,1,-1,-1,-2,-2,2,2,-1,-1,2,2,-2,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6.016487e-01,3.639427e-01,-7.778702e-01,4.564345e-01,-5.067381e-01,6.966686e-01,-3.723073e-01,-1.194479e-02,-3.578791e-01,7.929659e-02,2.564984e-02,6.090090e-01,-7.757767e-02,3.576649e-01,-8.046971e-01,5.812971e-01,-2.637394e-01,4.868072e-01,-4.494798e-02,8.207819e-02,-3.781088e-01,8.680738e-01,8.955400e-02,7.246868e-02,-5.914105e-01,5.140891e-01,-5.792903e-01,8.582837e-01,-1.384496e-01,-1.112130e-01,-6.288146e-01,6.250813e-02,1.105753e-01,6.694814e-02,-1.214146e-01,-9.892160e-02,-7.625710e-01,1.944536e-01,-7.182621e-02,3.625568e-01,-5.965032e-01,8.111666e-01,-9.402858e-02,-6.678547e-02,-6.626891e-01,7.506073e-01,-7.888897e-01,4.569566e-01,-6.581243e-01,7.027941e-01,-7.572279e-01,3.588060e-01,-6.536560e-01,5.628770e-01,-7.232294e-01,2.152263e-01,-6.408913e-01,1.958597e-01,-6.448360e-01,-6.254953e-02,-5.209336e-01,8.252118e-01,-7.239318e-01,5.543075e-01,-4.566719e-01,8.045653e-01,-7.253574e-01,5.867562e-01,-2.866755e-01,8.438008e-01,-6.023857e-01,6.601758e-01,8.319209e-03,7.786893e-01,-2.417748e-01,7.016598e-01,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,-5.766586e-01,8.593885e-01,-8.020446e-01,5.828109e-01,-5.983252e-01,8.085343e-01,-7.784839e-01,4.543660e-01
85,2,2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-6.428213e-01,3.820743e-01,-8.171910e-01,3.727605e-01,-3.555878e-01,6.980711e-01,-5.804594e-01,-3.738935e-01,-4.886665e-01,-4.471223e-01,-1.826615e-02,7.103719e-01,2.861834e-01,5.415680e-01,-7.168118e-01,7.062009e-01,-3.677783e-01,5.531942e-01,-1.005576e-01,7.186487e-02,-1.437154e-01,8.015337e-01,8.252999e-02,7.526915e-02,-6.199675e-01,3.629550e-01,-4.500637e-01,8.827857e-01,-8.072577e-02,8.636162e-03,-6.674344e-01,8.575331e-02,3.642606e-02,-1.356021e-01,-1.136951e-01,-9.992571e-02,-7.006707e-01,6.009541e-02,4.264341e-01,5.126942e-01,-6.893699e-01,7.185068e-01,-9.788267e-02,-9.588169e-02,-5.951668e-01,8.475703e-01,-8.407479e-01,5.939899e-01,-6.720807e-01,8.131504e-01,-8.147961e-01,4.768279e-01,-7.462203e-01,6.520104e-01,-8.272424e-01,2.708454e-01,-6.883501e-01,2.503819e-01,-7.023703e-01,-6.349440e-02,-6.274546e-01,8.337903e-01,-8.300410e-01,5.400494e-01,-5.225685e-01,8.678900e-01,-8.089601e-01,6.516026e-01,-3.415960e-01,8.796901e-01,-6.525716e-01,7.403480e-01,2.558019e-02,7.906578e-01,-2.394667e-01,7.240022e-01,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,-4.471064e-01,8.842414e-01,-7.139455e-01,7.079189e-01,-6.916061e-01,7.154701e-01,-8.184323e-01,3.701451e-01
86,2,2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-6.428213e-01,3.820743e-01,-8.171910e-01,3.727605e-01,-3.555878e-01,6.980711e-01,-5.804594e-01,-3.738935e-01,-4.886665e-01,-4.471223e-01,-1.826615e-02,7.103719e-01,2.861834e-01,5.415680e-01,-7.168118e-01,7.062009e-01,-3.677782e-01,5.531942e-01,-1.005576e-01,7.186487e-02,-1.437154e-01,8.015337e-01,8.252999e-02,7.526915e-02,-6.199675e-01,3.629550e-01,-4.500637e-01,8.827857e-01,-8.072577e-02,8.636162e-03,-6.674344e-01,8.575331e-02,3.642606e-02,-1.356021e-01,-1.136951e-01,-9.992571e-02,-7.006707e-01,6.009541e-02,4.264341e-01,5.126942e-01,-6.893699e-01,7.185068e-01,-9.788267e-02,-9.588169e-02,-5.951668e-01,8.475703e-01,-8.407479e-01,5.939899e-01,-6.720807e-01,8.131504e-01,-8.147961e-01,4.768279e-01,-7.462203e-01,6.520104e-01,-8.272424e-01,2.708454e-01,-6.883501e-01,2.503819e-01,-7.023703e-01,-6.349440e-02,-6.274546e-01,8.337903e-01,-8.300410e-01,5.400494e-01,-5.225685e-01,8.678900e-01,-8.089601e-01,6.516026e-01,-3.415960e-01,8.796901e-01,-6.525716e-01,7.403480e-01,2.558019e-02,7.906578e-01,-2.394667e-01,7.240022e-01,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,-4.471064e-01,8.842414e-01,-7.139455e-01,7.079189e-01,-6.916061e-01,7.154701e-01,-8.184323e-01,3.701451e-01
87,2,2,1,1,1,1,-2,-2,-2,-2,2,2,-2,-2,1,1,2,2,-1,-1,1,1,-1,-1,1,1,1,1,-2,-2,2,2,-2,-2,-1,-1,1,1,-2,-2,1,1,-1,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-6.431488e-01,3.841365e-01,-7.576593e-01,2.800187e-01,-3.258062e-01,6.655339e-01,-5.305951e-01,-3.327795e-01,-4.579860e-01,-4.011246e-01,-1.630313e-02,7.216402e-01,2.384471e-01,5.059066e-01,-6.296895e-01,6.913129e-01,-3.904778e-01,6.620826e-01,-1.350799e-01,1.795629e-01,-1.613985e-01,7.882690e-01,1.065106e-01,1.137565e-01,-5.854501e-01,3.301940e-01,-4.022113e-01,8.570555e-01,-5.257692e-02,-3.962088e-03,-7.123584e-01,1.771665e-01,2.494369e-02,-1.258886e-01,-2.521132e-01,-7.411062e-02,-6.686290e-01,4.374524e-02,3.825531e-01,4.676326e-01,-6.552855e-01,6.208048e-01,-1.101920e-01,-1.319809e-01,-5.571305e-01,8.659922e-01,-8.075713e-01,6.131645e-01,-6.645882e-01,8.160969e-01,-8.164599e-01,4.845806e-01,-7.447847e-01,6.530458e-01,-8.278332e-01,2.766488e-01,-6.884045e-01,2.507511e-01,-7.027739e-01,-6.088662e-02,-6.445516e-01,7.893273e-01,-8.102026e-01,4.697004e-01,-5.292041e-01,8.639760e-01,-8.226134e-01,6.079664e-01,-3.466813e-01,8.790074e-01,-6.588830e-01,7.320191e-01,2.289557e-02,7.912085e-01,-2.421541e-01,7.229699e-01,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,-3.991618e-01,8.587627e-01,-6.267913e-01,6.932743e-01,-6.575580e-01,6.178271e-01,-7.589762e-01,2.774419e-01
88,2,2,0,0,0,0,-2,-2,-2,-2,2,2,-2,-2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,-2,-2,2,2,-2,-2,0,0,0,0,-2,-2,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-6.423670e-01,3.833526e-01,-6.818981e-01,2.122455e-01,-2.767441e-01,6.251498e-01,-4.940546e-01,-2.931601e-01,-4.455189e-01,-3.744269e-01,-1.549789e-02,7.092967e-01,1.678234e-01,4.568017e-01,-5.371839e-01,6.903286e-01,-3.534493e-01,8.531717e-01,-3.591405e-01,7.886539e-01,-1.922393e-01,7.902839e-01,-3.140291e-01,4.735808e-01,-5.552731e-01,2.882721e-01,-3.639485e-01,8.602146e-01,-1.305694e-01,-3.916459e-02,-7.550917e-01,3.035871e-01,-1.012879e-01,-1.365156e-01,-6.882821e-01,2.948303e-01,-6.458522e-01,4.509518e-02,3.236648e-01,3.932925e-01,-5.957440e-01,5.302624e-01,-6.005548e-01,7.816910e-02,-5.273599e-01,8.713233e-01,-7.849519e-01,6.260626e-01,-6.553801e-01,8.183052e-01,-8.173536e-01,4.885232e-01,-7.434068e-01,6.537537e-01,-8.281196e-01,2.791969e-01,-6.885100e-01,2.508139e-01,-7.029537e-01,-5.991409e-02,-6.746145e-01,7.203356e-01,-8.091780e-01,4.003308e-01,-5.404759e-01,8.609249e-01,-8.229659e-01,5.712379e-01,-3.545139e-01,8.787676e-01,-6.676061e-01,7.174662e-01,1.886687e-02,7.920437e-01,-2.458407e-01,7.215111e-01,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,-3.608080e-01,8.621326e-01,-5.341809e-01,6.927148e-01,-5.980051e-01,5.273425e-01,-6.832071e-01,2.097266e-01
89,2,2,-1,-1,-1,-1,-2,-2,-2,-2,2,2,-2,-2,-1,-1,2,2,1,1,-1,-1,1,1,-1,-1,-1,-1,-2,-2,2,2,-2,-2,1,1,-1,-1,-2,-2,-1,-1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-6.422838e-01,3.813696e-01,-4.070838e-01,-2.010109e-01,1.757048e-01,2.151259e-01,-2.506775e-01,-1.885204e-01,-1.729279e-01,-2.302733e-01,-1.617058e-02,7.087352e-01,1.298911e-01,2.006586e-01,1.020300e-01,4.264982e-01,-3.540678e-01,8.404796e-01,-3.528582e-01,7.935885e-01,1.091973e-01,2.082283e-01,-3.000390e-01,4.839733e-01,-1.762334e-01,-1.148945e-01,1.127218e-01,4.137589e-01,-1.036834e-01,-1.576001e-02,-7.640258e-01,3.249763e-01,-7.495707e-02,-2.369853e-02,-7.247522e-01,3.228464e-01,-2.195386e-01,-1.451767e-01,2.093925e-01,1.734788e-01,-3.999024e-01,-1.125999e-01,-6.128640e-01,6.707845e-02,-2.056934e-01,8.238022e-01,-4.491178e-01,6.812319e-01,-5.012373e-01,8.623736e-01,-7.771698e-01,5.548191e-01,-6.894981e-01,6.862343e-01,-8.251257e-01,3.385887e-01,-6.809580e-01,2.633123e-01,-7.073811e-01,-2.944162e-02,-6.309004e-01,4.375109e-01,-7.219092e-01,1.182620e-01,-5.855135e-01,7.736067e-01,-8.079052e-01,4.381619e-01,-3.787424e-01,8.719752e-01,-7.142271e-01,6.363687e-01,4.698924e-03,7.952373e-01,-2.640180e-01,7.138265e-01,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,1.163096e-01,4.169800e-01,1.050383e-01,4.297882e-01,-4.032769e-01,-1.155622e-01,-4.099734e-01,-2.041680e-01
90,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-6.419901e-01,3.799443e-01,-6.578347e-01,-4.424758e-01,8.092172e-02,7.377183e-02,-1.424231e-02,-1.217778e-02,4.532647e-03,-1.153656e-02,-1.688606e-02,7.079558e-01,-1.603450e-02,5.792655e-03,5.060086e-01,5.736824e-01,-3.538945e-01,8.313296e-01,-3.487432e-01,8.226077e-01,2.092743e-02,6.890352e-02,-3.405740e-01,5.275594e-01,-3.501056e-02,-7.601117e-02,3.806717e-01,6.303779e-01,-9.837102e-02,-5.867048e-02,-7.741705e-01,3.514125e-01,-1.006788e-01,3.171476e-02,-7.636788e-01,3.547946e-01,-8.202934e-02,-6.526556e-02,1.263394e-02,1.315492e-02,-5.512788e-01,-5.197835e-01,-6.476115e-01,7.916854e-02,-1.124357e-01,7.979317e-01,-3.600562e-01,6.823829e-01,-4.594924e-01,8.637875e-01,-7.576240e-01,5.747058e-01,-6.683062e-01,6.937230e-01,-8.244923e-01,3.545680e-01,-6.770817e-01,2.667021e-01,-7.085246e-01,-2.190348e-02,-6.278193e-01,3.643556e-01,-7.065362e-01,6.673312e-02,-5.947583e-01,7.506192e-01,-8.094695e-01,4.182940e-01,-3.813968e-01,8.703945e-01,-7.189227e-01,6.264603e-01,3.680888e-03,7.954670e-01,-2.649225e-01,7.131174e-01,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,3.835167e-01,6.333732e-01,5.086264e-01,5.764196e-01,-5.541783e-01,-5.224429e-01,-6.607643e-01,-4.451492e-01
91,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-6.419901e-01,3.799443e-01,-6.578347e-01,-4.424758e-01,8.092172e-02,7.377183e-02,-1.424231e-02,-1.217778e-02,4.532647e-03,-1.153656e-02,-1.688606e-02,7.079558e-01,-1.603450e-02,5.792655e-03,5.060086e-01,5.736824e-01,-3.538945e-01,8.313296e-01,-3.487432e-01,8.226077e-01,2.092743e-02,6.890352e-02,-3.405740e-01,5.275594e-01,-3.501056e-02,-7.601117e-02,3.806717e-01,6.303779e-01,-9.837102e-02,-5.867048e-02,-7.741705e-01,3.514125e-01,-1.006788e-01,3.171476e-02,-7.636788e-01,3.547946e-01,-8.202934e-02,-6.526556e-02,1.263394e-02,1.315492e-02,-5.512788e-01,-5.197835e-01,-6.476115e-01,7.916854e-02,-1.124357e-01,7.979317e-01,-3.600562e-01,6.823829e-01,-4.594924e-01,8.637875e-01,-7.576240e-01,5.747058e-01,-6.683062e-01,6.937230e-01,-8.244923e-01,3.545680e-01,-6.770817e-01,2.667021e-01,-7.085246e-01,-2.190348e-02,-6.278193e-01,3.643556e-01,-7.065362e-01,6.673312e-02,-5.947583e-01,7.506192e-01,-8.094695e-01,4.182940e-01,-3.813968e-01,8.703945e-01,-7.189227e-01,6.264603e-01,3.680888e-03,7.954670e-01,-2.649225e-01,7.131174e-01,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,3.835167e-01,6.333732e-01,5.086264e-01,5.764196e-01,-5.541783e-01,-5.224429e-01,-6.607643e-01,-4.451492e-01
92,1,1,-2,-2,-2,-2,-1,-1,-1,-1,1,1,-1,-1,-2,-2,1,1,2,2,-2,-2,2,2,-2,-2,-2,-2,-1,-1,1,1,-1,-1,2,2,-2,-2,-1,-1,-2,-2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5.973459e-01,3.502087e-01,-5.630453e-01,-3.593726e-01,-1.308060e-01,-9.585929e-02,6.250590e-02,5.873905e-02,6.382723e-02,6.496595e-02,1.714685e-02,6.321047e-01,-7.570451e-02,-6.064432e-02,4.113834e-01,4.645731e-01,-3.235109e-01,7.960880e-01,-3.488251e-01,8.410229e-01,-2.063186e-01,-1.543666e-01,-3.850888e-01,6.582270e-01,1.840985e-01,1.424936e-01,2.897808e-01,5.492078e-01,-2.516682e-01,-5.678819e-02,-7.384361e-01,3.340834e-01,-1.460085e-01,1.642569e-01,-7.675963e-01,3.546998e-01,1.258296e-01,9.884483e-02,-5.572842e-02,-6.169612e-02,-4.800373e-01,-4.270131e-01,-7.008251e-01,1.801792e-01,-1.388468e-01,7.828043e-01,-3.273036e-01,5.847541e-01,-4.464383e-01,7.920749e-01,-6.692993e-01,4.770424e-01,-5.949683e-01,6.253940e-01,-7.375919e-01,2.741637e-01,-6.355647e-01,2.279237e-01,-6.555692e-01,-3.225691e-02,-6.012049e-01,3.431670e-01,-6.762878e-01,7.690672e-02,-5.503148e-01,6.993706e-01,-7.548032e-01,3.628076e-01,-3.472497e-01,8.333991e-01,-6.151827e-01,5.577874e-01,-1.913175e-02,7.849381e-01,-2.493721e-01,6.516898e-01,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.924268e-01,5.519832e-01,4.138337e-01,4.671473e-01,-4.825711e-01,-4.292893e-01,-5.655184e-01,-3.616038e-01
93,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,0,-2,-2,0,0,2,2,-2,-2,2,2,-2,-2,-2,-2,0,0,0,0,0,0,2,2,-2,-2,0,0,-2,-2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.045706e-01,2.806584e-01,-4.757935e-01,-2.652711e-01,-4.601482e-01,-2.434080e-01,-3.839352e-01,4.722984e-01,-4.014598e-01,8.056871e-01,9.231790e-02,5.046095e-01,-6.895836e-01,3.528330e-01,3.117037e-01,3.614748e-01,-2.643273e-01,7.706069e-01,-3.552053e-01,8.319663e-01,-5.282242e-01,-3.515827e-01,-3.486170e-01,8.479149e-01,3.686519e-01,4.675597e-01,1.707949e-01,4.554309e-01,-6.799731e-01,2.889293e-01,-6.815347e-01,3.284628e-01,-3.567792e-01,8.077765e-01,-7.749466e-01,3.541991e-01,2.817190e-01,3.479713e-01,-6.343784e-01,1.486695e-01,-3.550602e-01,-3.379018e-01,-7.462688e-01,3.118082e-01,-1.861202e-01,7.701891e-01,-2.855659e-01,5.380971e-01,-4.419609e-01,6.930900e-01,-6.394501e-01,4.339840e-01,-5.007197e-01,5.177163e-01,-6.595783e-01,2.940190e-01,-5.820401e-01,1.960003e-01,-6.512550e-01,4.930936e-03,-4.762218e-01,2.663488e-01,-6.357378e-01,1.084852e-01,-4.400287e-01,5.609050e-01,-6.609875e-01,3.357156e-01,-3.591323e-01,7.788482e-01,-5.749286e-01,5.019762e-01,-5.605189e-02,7.837633e-01,-1.863808e-01,5.731764e-01,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,1.732922e-01,4.579801e-01,3.139437e-01,3.638516e-01,-3.571390e-01,-3.398127e-01,-4.778842e-01,-2.671735e-01
94,-1,-1,-2,-2,-2,-2,1,1,1,1,-1,-1,1,1,-2,-2,-1,-1,2,2,-2,-2,2,2,-2,-2,-2,-2,1,1,-1,-1,1,1,2,2,-2,-2,1,1,-2,-2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2.693152e-01,-3.981319e-02,-1.321053e-01,-1.058541e-01,-5.488643e-01,-3.306890e-01,-3.638491e-01,4.673549e-01,-3.937540e-01,8.086647e-01,2.005229e-01,1.288755e-01,-7.321443e-01,3.861046e-01,1.265845e-01,1.062965e-01,1.072558e-01,2.691105e-01,-1.397618e-01,7.499843e-01,-6.030734e-01,-4.401753e-01,-3.547875e-01,8.375673e-01,4.617007e-01,5.587147e-01,6.085238e-02,1.138804e-01,-7.202106e-01,3.277590e-01,-1.831244e-01,1.487543e-01,-3.472330e-01,8.204609e-01,-5.989285e-01,3.758532e-01,3.820856e-01,4.197069e-01,-6.368186e-01,1.371797e-01,-7.032666e-02,-1.198343e-01,-7.617116e-01,3.321290e-01,6.171196e-02,8.776920e-02,8.475557e-02,8.189525e-02,-2.494042e-02,1.020568e-02,-8.882986e-03,-1.682269e-03,-7.378803e-02,-3.789774e-02,-5.724628e-02,-4.867000e-02,-1.782787e-01,-1.389855e-01,-1.685166e-01,-1.468390e-01,-6.719193e-02,-7.518999e-02,-7.599223e-02,-7.975410e-02,-5.224179e-04,-9.906486e-03,-6.753091e-03,-1.165008e-02,5.431110e-02,4.945912e-02,4.866674e-02,4.348792e-02,1.812433e-01,1.900432e-01,1.866662e-01,1.680198e-01,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,6.216287e-02,1.150859e-01,1.276710e-01,1.074652e-01,-7.168245e-02,-1.210573e-01,-1.332285e-01,-1.070034e-01
