#time,CK_0005a,CK_0005b,CK_0006a,CK_0006b,CK_0007a,CK_0007b,CK_0008a,CK_0008b,CK_0009a,CK_0009b,CK_0010a,CK_0010b,CK_0011a,CK_0011b,CK_0012a,CK_0012b,CK_0013a,CK_0013b,CK_0014a,CK_0014b,CK_0015a,CK_0015b,CK_0016a,CK_0016b,CK_0017a,CK_0017b,CK_0018a,CK_0018b,CK_0019a,CK_0019b,CK_0020a,CK_0020b,CK_0021a,CK_0021b,CK_0022a,CK_0022b,CK_0023a,CK_0023b,CK_0024a,CK_0024b,CK_0025a,CK_0025b,CK_0026a,CK_0026b,CK_0027a,CK_0027b,CK_0028a,CK_0028b,CK_0029a,CK_0029b,CK_0030a,CK_0030b,Vout_0005a,Vout_0005b,Vout_0006a,Vout_0006b,Vout_0007a,Vout_0007b,Vout_0008a,Vout_0008b,Vout_0009a,Vout_0009b,Vout_0010a,Vout_0010b,Vout_0011a,Vout_0011b,Vout_0012a,Vout_0012b,Vout_0013a,Vout_0013b,Vout_0014a,Vout_0014b,Vout_0015a,Vout_0015b,Vout_0016a,Vout_0016b,Vout_0017a,Vout_0017b,Vout_0018a,Vout_0018b,Vout_0019a,Vout_0019b,Vout_0020a,Vout_0020b,Vout_0021a,Vout_0021b,Vout_0022a,Vout_0022b,Vout_0023a,Vout_0023b,Vout_0024a,Vout_0024b,Vout_0025a,Vout_0025b,Vout_0026a,Vout_0026b,Vout_0027a,Vout_0027b,Vout_0028a,Vout_0028b,Vout_0029a,Vout_0029b,Vout_0030a,Vout_0030b,driver_0003a,driver_0003b,driver_0004a,driver_0004b,Out_0014a,Out_0014b,Out_0019a,Out_0019b
190,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.030953e-01,-8.315978e-02,2.718659e-01,-7.321604e-01,9.507354e-01,-3.187981e-01,-9.333284e-02,-8.395338e-02,7.329236e-01,-1.138221e-01,8.207716e-01,-3.464836e-01,3.584026e-01,-7.653922e-01,3.665359e-01,-5.455263e-01,-1.027822e-01,-1.071340e-01,-4.234442e-01,-6.566964e-01,-1.012437e-01,-7.859303e-02,-3.454116e-02,-8.190242e-02,-3.567683e-02,-3.316133e-02,1.429221e-01,5.214955e-02,-5.334291e-01,-5.805813e-01,8.313306e-01,-3.588943e-01,-2.634701e-03,-2.903985e-02,3.505700e-01,-7.699525e-01,7.946530e-02,-7.087601e-01,3.588831e-01,-6.428337e-01,4.253195e-01,-8.126652e-01,7.455995e-01,-6.076444e-01,6.329424e-01,-7.160829e-01,8.729020e-01,-3.922505e-01,7.177534e-01,-2.623708e-01,7.955377e-01,-7.572857e-03,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-4.235318e-01,-6.570377e-01,-5.335224e-01,-5.809389e-01
191,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.030953e-01,-8.315977e-02,2.718659e-01,-7.321604e-01,9.507354e-01,-3.187981e-01,-9.333284e-02,-8.395338e-02,7.329237e-01,-1.138221e-01,8.207716e-01,-3.464836e-01,3.584026e-01,-7.653922e-01,3.665359e-01,-5.455264e-01,-1.027822e-01,-1.071340e-01,-4.234442e-01,-6.566964e-01,-1.012437e-01,-7.859303e-02,-3.454116e-02,-8.190242e-02,-3.567683e-02,-3.316133e-02,1.429221e-01,5.214955e-02,-5.334291e-01,-5.805813e-01,8.313306e-01,-3.588943e-01,-2.634699e-03,-2.903985e-02,3.505699e-01,-7.699526e-01,7.946530e-02,-7.087601e-01,3.588831e-01,-6.428336e-01,4.253195e-01,-8.126652e-01,7.455995e-01,-6.076444e-01,6.329424e-01,-7.160829e-01,8.729020e-01,-3.922505e-01,7.177534e-01,-2.623708e-01,7.955377e-01,-7.572836e-03,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-4.235318e-01,-6.570377e-01,-5.335224e-01,-5.809389e-01
192,-1,-1,1,1,1,1,-2,-2,2,2,1,1,1,1,2,2,-1,-1,-2,-2,-1,-1,-2,-2,-1,-1,-1,-1,-2,-2,2,2,-1,-1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.364084e-01,-1.912897e-01,2.570713e-01,-6.813950e-01,9.141237e-01,-3.020432e-01,1.048365e-01,7.162938e-02,7.484033e-01,-1.455065e-01,7.976450e-01,-3.522625e-01,3.173233e-01,-7.226262e-01,3.696646e-01,-6.073559e-01,-9.982418e-02,-1.426565e-01,-3.297735e-01,-5.588570e-01,-1.276872e-01,-1.302582e-01,1.808922e-01,1.276293e-01,3.533348e-02,3.053002e-02,2.598405e-01,7.005484e-02,-4.451788e-01,-5.161351e-01,8.400372e-01,-3.576208e-01,5.571362e-02,3.613195e-02,3.260246e-01,-7.611672e-01,9.354547e-02,-6.754905e-01,3.336759e-01,-6.139432e-01,3.766616e-01,-7.573558e-01,6.874211e-01,-5.652323e-01,5.684666e-01,-6.203989e-01,8.327693e-01,-3.610814e-01,6.616842e-01,-2.495747e-01,7.886771e-01,-3.073796e-02,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-3.298600e-01,-5.591734e-01,-4.452540e-01,-5.164900e-01
193,0,0,0,0,0,0,-2,-2,2,2,0,0,0,0,2,2,0,0,-2,-2,0,0,-2,-2,0,0,0,0,-2,-2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.006023e-01,-6.958454e-01,2.467124e-01,-6.425307e-01,8.866480e-01,-2.927183e-01,3.617750e-01,1.844300e-01,8.306660e-01,-3.536950e-01,7.886699e-01,-3.613658e-01,2.879374e-01,-6.871398e-01,3.552627e-01,-7.610823e-01,2.419435e-01,-6.794265e-01,-2.317719e-01,-4.735083e-01,2.450239e-01,-4.218949e-01,5.172824e-01,2.955995e-01,5.923116e-01,-1.374552e-01,7.938803e-01,-4.088645e-01,-3.673305e-01,-4.173286e-01,8.521015e-01,-3.472782e-01,7.670404e-01,-3.972171e-01,3.070153e-01,-7.452560e-01,1.224620e-01,-6.390539e-01,2.647983e-01,-4.905402e-01,3.452364e-01,-6.599379e-01,5.425300e-01,-4.584779e-01,5.123884e-01,-5.696687e-01,7.842372e-01,-3.712921e-01,5.813419e-01,-1.890824e-01,7.888292e-01,-6.533498e-02,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-2.318599e-01,-4.738099e-01,-3.673954e-01,-4.176953e-01
194,1,1,-1,-1,-1,-1,-2,-2,2,2,-1,-1,-1,-1,2,2,1,1,-2,-2,1,1,-2,-2,1,1,1,1,-2,-2,2,2,1,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.197527e-01,-7.344177e-01,8.650756e-02,-1.800436e-01,5.495811e-01,8.795136e-02,5.105531e-01,2.800569e-01,8.391068e-01,-3.456878e-01,1.933225e-01,-1.370446e-01,-4.423383e-02,-2.569901e-01,3.554433e-01,-7.615451e-01,2.839017e-01,-7.122241e-01,-7.496178e-02,-1.279727e-01,2.697022e-01,-4.684328e-01,5.874912e-01,4.029178e-01,6.752003e-01,-1.766831e-01,8.144540e-01,-3.904522e-01,-1.418279e-01,-1.207306e-01,6.575434e-01,-3.838783e-01,7.910351e-01,-4.412092e-01,1.824534e-01,-7.015071e-01,-6.989302e-02,-7.768028e-02,-7.879847e-02,-8.437460e-02,-2.518339e-03,-1.140451e-02,-8.061713e-03,-1.472749e-02,5.254114e-02,4.797520e-02,4.715618e-02,4.109569e-02,1.803085e-01,1.891553e-01,1.857261e-01,1.668838e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-7.511081e-02,-1.281020e-01,-1.419307e-01,-1.209414e-01
195,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3.466820e-01,-7.662833e-01,4.788216e-02,-8.477541e-02,4.605285e-01,1.482455e-01,6.035887e-01,3.627883e-01,8.285263e-01,-3.512523e-01,9.170914e-02,-9.195580e-02,-9.094069e-02,-1.075690e-01,3.532580e-01,-7.632092e-01,3.297801e-01,-7.817625e-01,1.020585e-01,9.319718e-02,3.354010e-01,-5.187058e-01,6.568531e-01,4.821652e-01,7.301245e-01,-1.821843e-01,8.340977e-01,-3.802865e-01,8.063621e-02,5.788485e-02,5.466763e-01,-3.528149e-01,8.255219e-01,-4.474685e-01,9.019147e-02,-6.532291e-01,3.133788e-02,2.862433e-02,2.433999e-02,1.871404e-02,1.586566e-02,1.511332e-02,1.330439e-02,1.062193e-02,1.943119e-02,2.066008e-02,1.906242e-02,1.500715e-02,8.398780e-02,9.996259e-02,9.619530e-02,7.302281e-02,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,1.018730e-01,9.305765e-02,8.053160e-02,5.772251e-02
196,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3.466820e-01,-7.662832e-01,4.788217e-02,-8.477538e-02,4.605285e-01,1.482456e-01,6.035887e-01,3.627883e-01,8.285257e-01,-3.512523e-01,9.170929e-02,-9.195484e-02,-9.094065e-02,-1.075688e-01,3.532581e-01,-7.632092e-01,3.297801e-01,-7.817625e-01,1.020585e-01,9.319719e-02,3.354010e-01,-5.187058e-01,6.568531e-01,4.821652e-01,7.301245e-01,-1.821843e-01,8.340977e-01,-3.802865e-01,8.063621e-02,5.788485e-02,5.466752e-01,-3.528136e-01,8.255219e-01,-4.474685e-01,9.019074e-02,-6.532283e-01,3.133788e-02,2.862433e-02,2.433999e-02,1.871404e-02,1.586566e-02,1.511332e-02,1.330439e-02,1.062193e-02,1.943118e-02,2.066008e-02,1.906242e-02,1.500715e-02,8.398780e-02,9.996259e-02,9.619530e-02,7.302281e-02,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,1.018730e-01,9.305765e-02,8.053160e-02,5.772251e-02
197,2,2,-2,-2,-2,-2,-1,-1,1,1,-2,-2,-2,-2,1,1,2,2,-1,-1,2,2,-1,-1,2,2,2,2,-1,-1,1,1,2,2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3.192334e-01,-7.540159e-01,4.780390e-02,-8.514024e-02,4.612618e-01,1.503549e-01,3.978661e-01,1.156228e-01,7.957682e-01,-3.614571e-01,9.914508e-02,-4.138596e-02,-9.294408e-02,-1.182232e-01,3.229885e-01,-7.269824e-01,3.158906e-01,-8.044428e-01,2.410277e-01,1.859637e-01,3.284811e-01,-5.492744e-01,5.153216e-01,1.072773e-01,7.564340e-01,-2.684527e-01,8.473945e-01,-3.958340e-01,2.136714e-01,1.540165e-01,4.927405e-01,-2.981688e-01,8.355734e-01,-5.344909e-01,6.906625e-02,-6.106896e-01,2.294514e-01,2.699421e-01,2.634286e-01,2.041829e-01,4.697387e-02,5.229520e-02,4.989572e-02,4.026975e-02,2.912893e-02,3.147649e-02,2.974806e-02,2.436792e-02,8.802854e-02,1.042861e-01,1.004812e-01,7.696195e-02,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,2.408422e-01,1.858242e-01,2.135669e-01,1.538663e-01
198,2,2,-2,-2,-2,-2,0,0,0,0,-2,-2,-2,-2,0,0,2,2,0,0,2,2,0,0,2,2,2,2,0,0,0,0,2,2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2.968547e-01,-7.392147e-01,4.753006e-02,-8.596793e-02,4.614481e-01,1.507347e-01,8.432450e-01,-3.239057e-01,7.879739e-01,-3.692438e-01,1.001542e-01,-3.584576e-02,-9.579286e-02,-1.368840e-01,3.000292e-01,-6.944052e-01,2.937708e-01,-8.157052e-01,6.861099e-01,-2.896232e-01,2.682525e-01,-6.494275e-01,8.076645e-01,-5.508762e-01,7.277329e-01,-5.544876e-01,8.652938e-01,-3.987359e-01,7.618351e-01,-1.192780e-01,4.812596e-01,-3.029404e-01,7.722893e-01,-8.635641e-01,8.639211e-02,-5.937028e-01,5.059561e-01,4.303050e-01,5.746962e-01,3.190055e-01,7.872777e-02,8.679803e-02,8.168773e-02,6.093341e-02,3.707921e-02,3.970776e-02,3.706330e-02,2.984678e-02,9.071722e-02,1.069702e-01,1.028902e-01,7.889333e-02,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,6.859244e-01,-2.897640e-01,7.617306e-01,-1.194129e-01
199,2,2,-2,-2,-2,-2,1,1,-1,-1,-2,-2,-2,-2,-1,-1,2,2,1,1,2,2,1,1,2,2,2,2,1,1,-1,-1,2,2,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1.749256e-01,-6.978555e-01,4.943712e-02,-8.186996e-02,4.631303e-01,1.544932e-01,8.547714e-01,-3.816075e-01,1.801714e-01,-1.453956e-01,1.125208e-01,8.326577e-02,-8.415283e-02,-6.043284e-02,-7.126851e-02,-2.489660e-01,2.903900e-01,-8.141489e-01,7.048372e-01,-3.096109e-01,2.621865e-01,-6.595490e-01,7.929633e-01,-6.220445e-01,7.090322e-01,-6.174021e-01,6.723160e-01,-4.398823e-01,7.703119e-01,-1.010848e-01,1.331969e-01,1.082846e-01,7.784710e-01,-8.841774e-01,-1.252416e-01,-1.071271e-01,5.564703e-01,4.864349e-01,6.173582e-01,3.702093e-01,8.515622e-02,9.407940e-02,8.907172e-02,6.724472e-02,3.840534e-02,4.134904e-02,3.876634e-02,3.136947e-02,9.108303e-02,1.074437e-01,1.034049e-01,7.938368e-02,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,7.046536e-01,-3.097513e-01,7.702093e-01,-1.011983e-01
200,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,9.407122e-02,-6.628191e-01,4.894368e-02,-8.271327e-02,4.622760e-01,1.531237e-01,8.740984e-01,-4.382695e-01,6.585417e-02,-1.279171e-01,1.108490e-01,9.853075e-02,-8.663989e-02,-8.890760e-02,-9.550961e-02,-1.089092e-01,2.828055e-01,-8.122738e-01,7.177077e-01,-3.289920e-01,2.564771e-01,-6.654484e-01,8.011471e-01,-6.968874e-01,6.869947e-01,-6.558396e-01,5.779060e-01,-4.447687e-01,7.900766e-01,-8.475009e-02,9.226624e-02,8.541530e-02,7.603401e-01,-9.223028e-01,-9.093289e-02,-9.292061e-02,5.925533e-01,5.339648e-01,6.579148e-01,4.206009e-01,9.048458e-02,1.004978e-01,9.579160e-02,7.354435e-02,3.953966e-02,4.280532e-02,4.034480e-02,3.284907e-02,9.143012e-02,1.078932e-01,1.039043e-01,7.987545e-02,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,7.175224e-01,-3.291313e-01,7.899724e-01,-8.482699e-02
201,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,9.407199e-02,-6.628199e-01,4.894368e-02,-8.271327e-02,4.622760e-01,1.531237e-01,8.740984e-01,-4.382695e-01,6.585401e-02,-1.279182e-01,1.108490e-01,9.853073e-02,-8.663990e-02,-8.890761e-02,-9.550964e-02,-1.089094e-01,2.828054e-01,-8.122738e-01,7.177077e-01,-3.289920e-01,2.564771e-01,-6.654484e-01,8.011469e-01,-6.968875e-01,6.869947e-01,-6.558396e-01,5.779073e-01,-4.447701e-01,7.900766e-01,-8.475009e-02,9.226621e-02,8.541525e-02,7.603409e-01,-9.223028e-01,-9.093291e-02,-9.292063e-02,5.925533e-01,5.339648e-01,6.579148e-01,4.206009e-01,9.048458e-02,1.004978e-01,9.579160e-02,7.354435e-02,3.953966e-02,4.280532e-02,4.034480e-02,3.284907e-02,9.143012e-02,1.078932e-01,1.039043e-01,7.987545e-02,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,7.175224e-01,-3.291313e-01,7.899724e-01,-8.482699e-02
202,1,1,-1,-1,-1,-1,2,2,-2,-2,-1,-1,-1,-1,-2,-2,1,1,2,2,1,1,2,2,1,1,1,1,2,2,-2,-2,1,1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.011331e-02,-6.045988e-01,8.078638e-02,-1.677637e-01,5.477236e-01,9.624109e-02,8.144633e-01,-5.147198e-01,7.692297e-02,-5.489735e-02,1.241598e-01,1.292442e-01,-7.918868e-02,-1.322995e-01,-9.641265e-02,-1.172062e-01,2.563820e-01,-7.526323e-01,7.187803e-01,-4.271889e-01,1.984420e-01,-6.276177e-01,7.329527e-01,-7.751605e-01,5.623224e-01,-6.316335e-01,4.930870e-01,-3.356775e-01,8.137082e-01,-1.968780e-01,7.443484e-02,8.797757e-02,6.463685e-01,-8.439123e-01,-6.277799e-02,-9.092820e-02,4.242141e-01,1.013651e-01,4.077359e-01,1.304471e-01,1.566613e-01,1.071956e-01,1.384282e-01,8.491992e-02,1.086954e-01,1.040923e-01,1.027615e-01,8.954024e-02,2.021631e-01,2.114006e-01,2.080019e-01,1.868786e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,7.186323e-01,-4.273159e-01,8.136044e-01,-1.969298e-01
203,0,0,0,0,0,0,2,2,-2,-2,0,0,0,0,-2,-2,0,0,2,2,0,0,2,2,0,0,0,0,2,2,-2,-2,0,0,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.584193e-02,-5.816622e-01,2.471983e-01,-6.441966e-01,8.807552e-01,-2.067415e-01,7.058327e-01,-7.044636e-01,7.865188e-02,-5.999721e-02,5.428223e-01,-2.972193e-03,2.834524e-01,-4.131421e-01,-9.550521e-02,-1.378710e-01,2.027698e-01,-7.148505e-01,6.773930e-01,-7.737962e-01,1.728634e-01,-6.053395e-01,5.791250e-01,-9.023551e-01,4.347126e-01,-6.836983e-01,4.650332e-01,-2.850899e-01,8.690364e-01,-5.615829e-01,1.004622e-01,9.383955e-02,5.119496e-01,-7.857545e-01,8.506482e-02,-7.428854e-02,6.305194e-01,-6.563978e-01,7.977086e-01,-4.938202e-01,5.735410e-01,-5.486791e-01,8.504933e-01,-3.904951e-01,5.142105e-01,-4.544681e-01,7.766614e-01,-2.933063e-01,5.124250e-01,-6.856660e-02,6.305256e-01,3.244529e-02,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,6.773072e-01,-7.740804e-01,8.689145e-01,-5.617021e-01
204,-1,-1,1,1,1,1,2,2,-2,-2,1,1,1,1,-2,-2,-1,-1,2,2,-1,-1,2,2,-1,-1,-1,-1,2,2,-2,-2,-1,-1,-2,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.416908e-01,-1.065057e-01,2.594083e-01,-6.707600e-01,9.121300e-01,-2.888184e-01,3.759142e-01,-6.548416e-01,9.949801e-02,7.771831e-02,6.514983e-01,-6.234921e-02,3.007096e-01,-4.617359e-01,-8.461909e-02,-6.210777e-02,-2.308555e-01,-2.483612e-01,4.345076e-01,-8.041508e-01,-2.363966e-01,-2.557466e-01,1.899258e-01,-7.411882e-01,-2.115361e-01,-4.333649e-01,1.135904e-01,1.021510e-01,7.303905e-01,-6.800195e-01,1.556970e-01,1.088892e-01,-2.006286e-01,-4.016256e-01,6.720374e-02,-7.356093e-02,5.300584e-01,-7.293550e-01,8.196748e-01,-5.648139e-01,5.739480e-01,-7.277078e-01,8.039823e-01,-4.808594e-01,6.534596e-01,-6.070275e-01,8.410015e-01,-3.072607e-01,7.023106e-01,-2.423075e-01,7.835899e-01,-5.398495e-03,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,4.344225e-01,-8.044665e-01,7.303082e-01,-6.801529e-01
205,-2,-2,2,2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.207811e-01,-1.464340e-01,2.710469e-01,-7.356650e-01,9.527041e-01,-3.270026e-01,3.349269e-01,-6.641672e-01,9.095013e-02,7.560628e-02,7.212126e-01,-9.429799e-02,3.713220e-01,-5.345369e-01,-9.221775e-02,-1.042043e-01,-1.774129e-01,-1.981454e-01,3.675778e-01,-8.268077e-01,-1.937759e-01,-1.583930e-01,6.821009e-02,-7.116204e-01,-5.653389e-01,-6.056570e-01,3.725258e-02,-9.758972e-02,6.967431e-01,-7.163877e-01,1.609677e-01,1.049987e-01,-4.359973e-01,-6.831547e-01,1.070150e-01,-7.274421e-02,5.349444e-01,-8.319112e-01,8.265813e-01,-6.446233e-01,6.480516e-01,-8.114944e-01,8.693384e-01,-5.360142e-01,7.418630e-01,-6.524342e-01,8.814835e-01,-3.566208e-01,7.277484e-01,-2.381263e-01,7.910043e-01,1.281145e-02,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,3.674884e-01,-8.271536e-01,6.966498e-01,-7.165478e-01
206,-2,-2,2,2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.207811e-01,-1.464340e-01,2.710469e-01,-7.356653e-01,9.527040e-01,-3.270025e-01,3.349269e-01,-6.641673e-01,9.095014e-02,7.560629e-02,7.212130e-01,-9.429831e-02,3.713227e-01,-5.345376e-01,-9.221772e-02,-1.042043e-01,-1.774129e-01,-1.981454e-01,3.675778e-01,-8.268078e-01,-1.937759e-01,-1.583930e-01,6.821010e-02,-7.116204e-01,-5.653389e-01,-6.056570e-01,3.725259e-02,-9.758971e-02,6.967431e-01,-7.163877e-01,1.609678e-01,1.049987e-01,-4.359973e-01,-6.831547e-01,1.070155e-01,-7.274414e-02,5.349444e-01,-8.319112e-01,8.265813e-01,-6.446232e-01,6.480516e-01,-8.114944e-01,8.693384e-01,-5.360141e-01,7.418630e-01,-6.524342e-01,8.814835e-01,-3.566207e-01,7.277484e-01,-2.381263e-01,7.910042e-01,1.281151e-02,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,3.674884e-01,-8.271536e-01,6.966498e-01,-7.165478e-01
207,-2,-2,2,2,2,2,1,1,-1,-1,2,2,2,2,-1,-1,-2,-2,1,1,-2,-2,1,1,-2,-2,-2,-2,1,1,-1,-1,-2,-2,-1,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-8.335292e-02,-1.395507e-01,2.703892e-01,-7.387191e-01,9.521472e-01,-3.255219e-01,2.888530e-01,-6.190373e-01,1.148659e-01,1.055236e-01,7.395462e-01,-1.372900e-01,3.770010e-01,-6.042569e-01,-7.491826e-02,-1.519936e-01,-1.704001e-01,-1.902595e-01,2.902252e-01,-7.606091e-01,-1.861940e-01,-1.524398e-01,6.408219e-02,-6.721966e-01,-5.153214e-01,-5.637699e-01,2.479771e-02,-8.250132e-02,5.870605e-01,-6.729483e-01,2.693342e-01,1.023228e-01,-3.839786e-01,-6.249354e-01,1.391083e-01,-1.762013e-01,4.736465e-01,-8.208841e-01,7.700154e-01,-6.683008e-01,6.106352e-01,-8.239438e-01,8.657689e-01,-5.456163e-01,7.350536e-01,-6.577939e-01,8.812250e-01,-3.634686e-01,7.270416e-01,-2.403823e-01,7.915851e-01,9.320716e-03,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,2.901391e-01,-7.609552e-01,5.869665e-01,-6.731545e-01
208,-2,-2,2,2,2,2,0,0,0,0,2,2,2,2,0,0,-2,-2,0,0,-2,-2,0,0,-2,-2,-2,-2,0,0,0,0,-2,-2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5.252042e-02,-1.191603e-01,2.721341e-01,-7.313659e-01,9.508500e-01,-3.177596e-01,2.553598e-01,-5.886550e-01,5.659735e-01,-3.619806e-02,8.227582e-01,-3.525318e-01,3.570311e-01,-7.747497e-01,2.635137e-01,-4.272033e-01,-1.590568e-01,-1.807166e-01,2.215795e-01,-7.008889e-01,-1.781296e-01,-1.466879e-01,6.958632e-02,-6.480874e-01,-4.688950e-01,-5.314297e-01,8.084826e-02,-5.534365e-02,4.913532e-01,-6.359514e-01,7.678419e-01,-2.762882e-01,-3.271037e-01,-5.702467e-01,3.258595e-01,-6.723964e-01,4.082406e-01,-8.143179e-01,7.162513e-01,-6.913637e-01,5.757628e-01,-8.263523e-01,8.591851e-01,-5.543564e-01,7.227361e-01,-6.653881e-01,8.804385e-01,-3.675843e-01,7.258922e-01,-2.434608e-01,7.921380e-01,6.866818e-03,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,2.214913e-01,-7.012310e-01,4.912598e-01,-6.362789e-01
209,-2,-2,2,2,2,2,-1,-1,1,1,2,2,2,2,1,1,-2,-2,-1,-1,-2,-2,-1,-1,-2,-2,-2,-2,-1,-1,1,1,-2,-2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6.022118e-02,-1.096919e-01,2.720831e-01,-7.320970e-01,9.509189e-01,-3.179417e-01,-1.236195e-01,-2.305665e-01,6.918832e-01,-1.056421e-01,8.195792e-01,-3.425533e-01,3.590999e-01,-7.660997e-01,3.020259e-01,-4.932916e-01,-1.386521e-01,-1.505159e-01,-1.760672e-01,-4.116569e-01,-1.450023e-01,-1.152022e-01,-1.115545e-01,-2.336797e-01,-2.995706e-01,-2.598785e-01,1.255243e-01,-2.081429e-02,-1.505420e-01,-4.346208e-01,8.062020e-01,-3.481849e-01,-2.023189e-01,-3.021757e-01,3.302515e-01,-7.253238e-01,1.383356e-01,-7.210377e-01,4.187106e-01,-6.418264e-01,4.471536e-01,-8.161661e-01,7.611667e-01,-6.029388e-01,6.440194e-01,-7.117628e-01,8.740957e-01,-3.920006e-01,7.184430e-01,-2.617985e-01,7.954265e-01,-7.981603e-03,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-1.761535e-01,-4.119999e-01,-1.506354e-01,-4.349599e-01
