#time,CK_0007a,CK_0007b,CK_0008a,CK_0008b,CK_0009a,CK_0009b,CK_0010a,CK_0010b,CK_0011a,CK_0011b,CK_0012a,CK_0012b,CK_0013a,CK_0013b,CK_0014a,CK_0014b,CK_0015a,CK_0015b,CK_0016a,CK_0016b,CK_0017a,CK_0017b,CK_0018a,CK_0018b,CK_0019a,CK_0019b,CK_0020a,CK_0020b,CK_0021a,CK_0021b,CK_0022a,CK_0022b,CK_0023a,CK_0023b,CK_0024a,CK_0024b,CK_0025a,CK_0025b,CK_0026a,CK_0026b,CK_0027a,CK_0027b,CK_0028a,CK_0028b,CK_0029a,CK_0029b,CK_0030a,CK_0030b,CK_0031a,CK_0031b,CK_0032a,CK_0032b,CK_0033a,CK_0033b,CK_0034a,CK_0034b,CK_0035a,CK_0035b,CK_0036a,CK_0036b,CK_0037a,CK_0037b,CK_0038a,CK_0038b,CK_0039a,CK_0039b,CK_0040a,CK_0040b,CK_0041a,CK_0041b,CK_0042a,CK_0042b,CK_0043a,CK_0043b,CK_0044a,CK_0044b,CK_0045a,CK_0045b,CK_0046a,CK_0046b,CK_0039a,CK_0039b,CK_0040a,CK_0040b,CK_0041a,CK_0041b,CK_0042a,CK_0042b,CK_0043a,CK_0043b,CK_0044a,CK_0044b,CK_0045a,CK_0045b,CK_0046a,CK_0046b,Vout_0007a,Vout_0007b,Vout_0008a,Vout_0008b,Vout_0009a,Vout_0009b,Vout_0010a,Vout_0010b,Vout_0011a,Vout_0011b,Vout_0012a,Vout_0012b,Vout_0013a,Vout_0013b,Vout_0014a,Vout_0014b,Vout_0015a,Vout_0015b,Vout_0016a,Vout_0016b,Vout_0017a,Vout_0017b,Vout_0018a,Vout_0018b,Vout_0019a,Vout_0019b,Vout_0020a,Vout_0020b,Vout_0021a,Vout_0021b,Vout_0022a,Vout_0022b,Vout_0023a,Vout_0023b,Vout_0024a,Vout_0024b,Vout_0025a,Vout_0025b,Vout_0026a,Vout_0026b,Vout_0027a,Vout_0027b,Vout_0028a,Vout_0028b,Vout_0029a,Vout_0029b,Vout_0030a,Vout_0030b,Vout_0031a,Vout_0031b,Vout_0032a,Vout_0032b,Vout_0033a,Vout_0033b,Vout_0034a,Vout_0034b,Vout_0035a,Vout_0035b,Vout_0036a,Vout_0036b,Vout_0037a,Vout_0037b,Vout_0038a,Vout_0038b,Vout_0039a,Vout_0039b,Vout_0040a,Vout_0040b,Vout_0041a,Vout_0041b,Vout_0042a,Vout_0042b,Vout_0043a,Vout_0043b,Vout_0044a,Vout_0044b,Vout_0045a,Vout_0045b,Vout_0046a,Vout_0046b,Vout_0039a,Vout_0039b,Vout_0040a,Vout_0040b,Vout_0041a,Vout_0041b,Vout_0042a,Vout_0042b,Vout_0043a,Vout_0043b,Vout_0044a,Vout_0044b,Vout_0045a,Vout_0045b,Vout_0046a,Vout_0046b,driver_0005a,driver_0005b,driver_0006a,driver_0006b,Out_0008a,Out_0008b,Out_0022a,Out_0022b,Out_0016a,Out_0016b,Out_0038a,Out_0038b
203,0,0,2,2,0,0,0,0,0,0,-2,-2,-2,-2,0,0,0,0,2,2,0,0,0,0,-2,-2,2,2,0,0,2,2,2,2,0,0,0,0,0,0,-2,-2,0,0,-2,-2,0,0,0,0,2,2,2,2,0,0,-2,-2,-2,-2,-2,-2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.788486e-01,-2.994998e-01,8.815050e-01,-5.159199e-01,8.877637e-01,-2.895413e-01,2.820839e-01,-6.558382e-01,7.942886e-01,-3.688532e-01,8.141702e-02,-4.464763e-02,1.048902e-01,1.005103e-01,7.656208e-01,-7.861997e-01,6.996973e-01,-6.312505e-01,7.206725e-01,-7.039827e-01,5.527456e-01,-4.775084e-03,7.889182e-01,-2.677085e-01,-8.386052e-02,-8.792413e-02,7.324013e-01,-8.269010e-01,7.964950e-01,-5.800648e-01,7.215703e-01,-7.448316e-01,8.598434e-01,-6.137700e-01,2.471490e-01,-6.423603e-01,3.262537e-01,-6.863871e-01,8.617193e-02,-6.035383e-01,9.715600e-02,9.502172e-02,2.838530e-01,-4.116893e-01,-9.878855e-02,-1.375195e-01,2.878834e-01,-6.890283e-01,6.287897e-01,-6.882219e-01,2.660519e-01,-6.521904e-01,8.026619e-01,-6.426348e-01,7.913745e-01,-3.644268e-01,-9.013292e-02,-9.263742e-02,9.330805e-02,9.080260e-02,8.822117e-02,-6.895760e-02,2.144381e-01,-7.763318e-01,7.909351e-01,-4.723597e-01,6.473866e-01,-6.603286e-01,8.559002e-01,-3.776187e-01,5.921675e-01,-5.451711e-01,7.811049e-01,-2.868513e-01,5.257352e-01,-4.494158e-01,6.278776e-01,3.618995e-02,5.130011e-01,-6.523161e-02,5.928329e-01,-6.199878e-01,1.728994e-01,-6.813074e-01,6.052338e-01,-5.877314e-01,2.262591e-01,-6.566572e-01,4.788007e-01,-6.199443e-01,1.333121e-01,-6.802616e-01,1.799555e-01,-6.166318e-01,-6.964347e-02,-6.147212e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,8.806681e-01,-5.157673e-01,7.202625e-01,-7.442729e-01,7.208005e-01,-7.021405e-01,2.157658e-01,-7.739677e-01
204,-1,-1,2,2,1,1,1,1,-1,-1,-2,-2,-2,-2,-1,-1,-1,-1,2,2,1,1,1,1,-2,-2,2,2,-1,-1,2,2,2,2,1,1,-1,-1,-1,-1,-2,-2,1,1,-2,-2,1,1,-1,-1,2,2,2,2,1,1,-2,-2,-2,-2,-2,-2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.334035e-01,1.212087e-01,7.906885e-01,-6.414658e-01,9.145400e-01,-3.016050e-01,3.110561e-01,-7.045424e-01,1.302233e-01,1.269883e-01,9.597175e-02,7.885051e-02,1.587123e-01,1.084004e-01,6.478517e-02,-3.735334e-01,7.618389e-02,-3.863291e-01,8.535372e-01,-5.155549e-01,6.774353e-01,-7.130059e-02,8.107315e-01,-3.410681e-01,-8.470855e-02,-8.776870e-02,3.683586e-01,-7.981906e-01,3.583179e-01,-3.698338e-02,5.599912e-01,-8.311428e-01,8.417722e-01,-2.550942e-01,2.573914e-01,-6.820322e-01,-9.861280e-02,-4.156046e-02,-1.267828e-01,-9.593792e-02,9.962088e-02,9.682413e-02,2.931764e-01,-4.603042e-01,-8.818285e-02,-6.208121e-02,3.195018e-01,-7.218909e-01,3.436755e-01,-7.800767e-02,5.972381e-01,-5.308414e-01,4.991873e-01,-6.796765e-01,7.960657e-01,-3.470080e-01,-8.902649e-02,-8.942825e-02,9.588280e-02,9.586231e-02,6.666239e-02,-7.328271e-02,5.416577e-01,-7.946315e-01,8.299421e-01,-5.350429e-01,6.276495e-01,-7.306270e-01,8.019311e-01,-4.663243e-01,6.238267e-01,-7.285383e-01,8.447756e-01,-2.936854e-01,6.814915e-01,-6.010120e-01,7.823436e-01,1.611476e-03,7.172685e-01,-2.392277e-01,7.614851e-01,-6.356204e-01,4.245233e-01,-7.892945e-01,7.079148e-01,-6.554512e-01,3.467024e-01,-7.534532e-01,5.680896e-01,-6.526955e-01,2.041791e-01,-7.224068e-01,2.025180e-01,-6.354481e-01,-7.328994e-02,-6.445004e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,7.884058e-01,-6.426235e-01,5.577686e-01,-8.315197e-01,8.539141e-01,-5.134677e-01,5.431827e-01,-7.920376e-01
205,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9.840528e-02,9.706782e-02,7.136785e-01,-7.033198e-01,9.508838e-01,-3.179343e-01,3.535309e-01,-7.663106e-01,7.950413e-02,-2.328262e-02,9.647355e-02,9.738434e-02,1.624363e-01,1.095118e-01,-3.262810e-01,-5.676429e-01,-4.539461e-01,-5.224446e-01,8.744701e-01,-4.260779e-01,7.287970e-01,-9.096990e-02,8.316903e-01,-3.550974e-01,-8.299239e-02,-8.699382e-02,1.074758e-01,-7.128036e-01,5.530079e-01,3.306203e-01,4.018627e-01,-8.241220e-01,7.933480e-01,-9.793399e-02,2.723454e-01,-7.320794e-01,-3.624076e-02,1.353016e-01,-8.533557e-02,-7.544896e-02,1.004230e-01,9.739095e-02,3.633803e-01,-5.276415e-01,-8.920054e-02,-8.830069e-02,3.595474e-01,-7.654115e-01,4.822277e-01,4.182792e-01,6.681964e-01,-3.657739e-01,3.594467e-01,-6.544284e-01,8.207207e-01,-3.446202e-01,-8.860241e-02,-8.923054e-02,9.627001e-02,9.606403e-02,1.067038e-01,-6.793054e-02,6.952885e-01,-7.242337e-01,8.311194e-01,-6.363826e-01,5.535006e-01,-8.367652e-01,8.706765e-01,-5.297054e-01,6.617385e-01,-8.047368e-01,8.816082e-01,-3.510102e-01,7.446253e-01,-6.494018e-01,7.905581e-01,1.606959e-02,7.283059e-01,-2.364131e-01,8.503325e-01,-5.808682e-01,5.877175e-01,-8.406201e-01,8.156188e-01,-6.659828e-01,4.710569e-01,-8.109077e-01,6.556996e-01,-7.402710e-01,2.621231e-01,-8.249449e-01,2.527200e-01,-6.832004e-01,-7.227385e-02,-7.022432e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,7.108710e-01,-7.049515e-01,3.991018e-01,-8.250546e-01,8.754688e-01,-4.234236e-01,6.970587e-01,-7.213857e-01
206,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9.840528e-02,9.706782e-02,7.136785e-01,-7.033198e-01,9.508838e-01,-3.179343e-01,3.535309e-01,-7.663106e-01,7.950413e-02,-2.328262e-02,9.647355e-02,9.738434e-02,1.624363e-01,1.095118e-01,-3.262810e-01,-5.676429e-01,-4.539461e-01,-5.224446e-01,8.744701e-01,-4.260779e-01,7.287970e-01,-9.096992e-02,8.316903e-01,-3.550974e-01,-8.299238e-02,-8.699382e-02,1.074758e-01,-7.128036e-01,5.530079e-01,3.306203e-01,4.018627e-01,-8.241220e-01,7.933480e-01,-9.793399e-02,2.723454e-01,-7.320794e-01,-3.624076e-02,1.353016e-01,-8.533557e-02,-7.544896e-02,1.004230e-01,9.739095e-02,3.633803e-01,-5.276416e-01,-8.920054e-02,-8.830069e-02,3.595474e-01,-7.654115e-01,4.822277e-01,4.182792e-01,6.681964e-01,-3.657739e-01,3.594467e-01,-6.544284e-01,8.207207e-01,-3.446202e-01,-8.860241e-02,-8.923054e-02,9.627001e-02,9.606403e-02,1.067039e-01,-6.793054e-02,6.952885e-01,-7.242337e-01,8.311194e-01,-6.363826e-01,5.535006e-01,-8.367652e-01,8.706765e-01,-5.297054e-01,6.617385e-01,-8.047368e-01,8.816082e-01,-3.510102e-01,7.446253e-01,-6.494018e-01,7.905581e-01,1.606959e-02,7.283059e-01,-2.364131e-01,8.503325e-01,-5.808682e-01,5.877175e-01,-8.406201e-01,8.156188e-01,-6.659828e-01,4.710569e-01,-8.109077e-01,6.556996e-01,-7.402710e-01,2.621231e-01,-8.249449e-01,2.527200e-01,-6.832004e-01,-7.227386e-02,-7.022432e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,7.108710e-01,-7.049515e-01,3.991018e-01,-8.250546e-01,8.754688e-01,-4.234236e-01,6.970587e-01,-7.213857e-01
207,-2,-2,1,1,2,2,2,2,-2,-2,-1,-1,-1,-1,-2,-2,-2,-2,1,1,2,2,2,2,-1,-1,1,1,-2,-2,1,1,1,1,2,2,-2,-2,-2,-2,-1,-1,2,2,-1,-1,2,2,-2,-2,1,1,1,1,2,2,-1,-1,-1,-1,-1,-1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7.985263e-02,9.547455e-02,6.060433e-01,-6.682347e-01,9.508770e-01,-3.179526e-01,3.525564e-01,-7.703536e-01,7.868300e-02,-1.359383e-02,1.172008e-01,1.329601e-01,2.711898e-01,1.067735e-01,-2.837199e-01,-5.174890e-01,-4.090770e-01,-4.871318e-01,8.534086e-01,-3.640277e-01,7.483357e-01,-1.365724e-01,8.307990e-01,-3.527910e-01,-8.252936e-02,-1.097657e-01,9.427305e-02,-6.754013e-01,5.210389e-01,2.875421e-01,3.145501e-01,-7.654417e-01,7.687743e-01,-1.115764e-01,2.722784e-01,-7.320691e-01,-3.873916e-02,1.157835e-01,-5.768787e-02,-7.357410e-02,1.245211e-01,1.208881e-01,3.723985e-01,-6.005923e-01,-9.927614e-02,-1.254915e-01,3.593605e-01,-7.652792e-01,4.256397e-01,3.737376e-01,6.222151e-01,-3.239767e-01,3.165633e-01,-6.154402e-01,8.207457e-01,-3.447796e-01,-1.044890e-01,-1.072133e-01,1.205245e-01,1.205568e-01,1.382843e-01,-1.694045e-01,6.760184e-01,-6.293990e-01,7.796131e-01,-6.588983e-01,4.905374e-01,-8.241201e-01,8.668244e-01,-5.392551e-01,6.233215e-01,-8.204811e-01,8.812973e-01,-3.580009e-01,7.392153e-01,-6.543381e-01,7.911216e-01,1.249839e-02,7.276828e-01,-2.385315e-01,8.652987e-01,-5.356374e-01,6.042761e-01,-8.077151e-01,8.198809e-01,-6.533016e-01,4.774965e-01,-8.114765e-01,6.578220e-01,-7.370876e-01,2.669059e-01,-8.249863e-01,2.534028e-01,-6.828647e-01,-7.018189e-02,-7.025538e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,6.032497e-01,-6.699577e-01,3.117717e-01,-7.665131e-01,8.546736e-01,-3.612732e-01,6.780317e-01,-6.264807e-01
208,-2,-2,0,0,2,2,2,2,-2,-2,0,0,0,0,-2,-2,-2,-2,0,0,2,2,2,2,0,0,0,0,-2,-2,0,0,0,0,2,2,-2,-2,-2,-2,0,0,2,2,0,0,2,2,-2,-2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.044380e-01,9.992796e-02,5.088457e-01,-6.179280e-01,9.509335e-01,-3.176536e-01,3.544831e-01,-7.636886e-01,7.977125e-02,-4.923826e-03,5.520517e-01,-1.609777e-03,7.926967e-01,-3.470902e-01,-2.458670e-01,-4.800304e-01,-3.783689e-01,-4.649884e-01,8.393779e-01,-2.864543e-01,8.287430e-01,-3.431575e-01,8.285962e-01,-3.435115e-01,2.685435e-01,-6.766854e-01,8.874042e-02,-6.483384e-01,4.853163e-01,2.427196e-01,2.382249e-01,-6.878890e-01,7.575663e-01,-1.245106e-01,2.723982e-01,-7.320160e-01,-3.703117e-02,9.105401e-02,9.451859e-02,-5.451003e-02,8.055671e-01,-3.563481e-01,3.557956e-01,-7.649940e-01,2.852804e-01,-4.090834e-01,3.595609e-01,-7.657019e-01,3.450013e-01,3.159654e-01,5.620756e-01,-2.672774e-01,2.720173e-01,-5.844207e-01,8.207080e-01,-3.441401e-01,2.879145e-01,-6.590057e-01,7.861386e-01,-2.666305e-01,3.177278e-01,-6.883578e-01,6.539027e-01,-5.370224e-01,7.145307e-01,-6.891442e-01,4.188821e-01,-8.151180e-01,8.601508e-01,-5.519644e-01,5.812613e-01,-8.277293e-01,8.806462e-01,-3.657008e-01,7.264135e-01,-6.629639e-01,7.919085e-01,8.233458e-03,7.263811e-01,-2.422082e-01,8.536408e-01,-4.629442e-01,6.071206e-01,-7.879709e-01,8.276492e-01,-6.202501e-01,4.772450e-01,-8.088194e-01,6.623698e-01,-7.294612e-01,2.666594e-01,-8.235847e-01,2.544226e-01,-6.820182e-01,-7.043789e-02,-7.025302e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,5.060829e-01,-6.199006e-01,2.353485e-01,-6.894191e-01,8.410773e-01,-2.836126e-01,6.564484e-01,-5.340015e-01
209,-2,-2,-1,-1,2,2,2,2,-2,-2,1,1,1,1,-2,-2,-2,-2,-1,-1,2,2,2,2,1,1,-1,-1,-2,-2,-1,-1,-1,-1,2,2,-2,-2,-2,-2,1,1,2,2,1,1,2,2,-2,-2,-1,-1,-1,-1,2,2,1,1,1,1,1,1,-1,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.579688e-01,1.033828e-01,-1.364554e-01,-4.315876e-01,9.509201e-01,-3.177300e-01,3.541550e-01,-7.638284e-01,7.647314e-02,5.094313e-03,6.778512e-01,-6.966306e-02,8.057581e-01,-3.410703e-01,-1.517699e-01,-2.407213e-01,-2.365051e-01,-2.093927e-01,4.210377e-01,1.466654e-01,8.274966e-01,-3.407276e-01,8.286531e-01,-3.442343e-01,3.096252e-01,-7.158828e-01,-9.979102e-02,-2.248050e-01,2.090435e-01,1.604390e-01,-1.709461e-01,-4.118095e-01,2.139287e-01,1.525641e-01,2.723486e-01,-7.320223e-01,-5.662151e-02,6.504607e-03,7.061169e-02,-6.349408e-02,8.095053e-01,-3.421314e-01,3.551427e-01,-7.647424e-01,2.944883e-01,-4.585015e-01,3.594518e-01,-7.656892e-01,1.473904e-01,2.051007e-01,1.777103e-01,1.744126e-01,-1.027928e-01,-2.200800e-01,8.207140e-01,-3.443179e-01,3.140378e-01,-7.053932e-01,8.093029e-01,-3.399771e-01,3.341523e-01,-7.262084e-01,4.057747e-01,9.805684e-02,4.259533e-01,-6.408475e-01,1.423556e-01,-7.223567e-01,7.652317e-01,-5.988368e-01,4.501572e-01,-8.152351e-01,8.744973e-01,-3.893362e-01,6.465596e-01,-7.099113e-01,7.952064e-01,-6.077319e-03,7.188744e-01,-2.609142e-01,8.227612e-01,-1.791900e-01,6.672737e-01,-4.559329e-01,8.584006e-01,-4.838554e-01,5.443611e-01,-7.742573e-01,6.907472e-01,-6.756326e-01,3.254800e-01,-8.217324e-01,2.665918e-01,-6.735409e-01,-4.057157e-02,-7.071147e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-1.392724e-01,-4.347023e-01,-1.742658e-01,-4.147248e-01,4.240766e-01,1.499923e-01,4.092554e-01,1.011075e-01
210,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.603068e-01,1.033598e-01,-5.308453e-01,-5.777030e-01,9.509017e-01,-3.178262e-01,3.540618e-01,-7.637789e-01,8.434544e-02,5.635521e-02,7.286519e-01,-9.000201e-02,8.287470e-01,-3.443158e-01,1.452760e-02,-7.173792e-03,-1.386393e-02,-1.473084e-02,6.389264e-01,4.078398e-01,8.287255e-01,-3.444496e-01,8.286421e-01,-3.445845e-01,3.552086e-01,-7.635335e-01,-3.447934e-02,-7.615871e-02,1.281795e-02,1.029219e-02,-4.267638e-01,-6.558973e-01,7.914120e-02,6.121389e-02,2.723303e-01,-7.320356e-01,-6.331070e-02,-4.347330e-02,1.098488e-01,-5.839427e-02,8.287494e-01,-3.441285e-01,3.546033e-01,-7.638366e-01,3.630589e-01,-5.238640e-01,3.594038e-01,-7.657043e-01,-7.308349e-03,9.897435e-03,4.340507e-02,7.543284e-02,-8.637927e-02,-7.741577e-02,8.207239e-01,-3.444848e-01,3.549919e-01,-7.656081e-01,8.319484e-01,-3.545297e-01,3.548419e-01,-7.638509e-01,5.587633e-01,5.017064e-01,3.597263e-01,-6.419465e-01,7.755099e-02,-7.083039e-01,7.462792e-01,-6.066052e-01,4.242621e-01,-8.119685e-01,8.728420e-01,-3.915970e-01,6.323645e-01,-7.161612e-01,7.954941e-01,-7.101046e-03,7.177195e-01,-2.623080e-01,7.964272e-01,-9.359438e-02,6.706712e-01,-3.644757e-01,8.609715e-01,-4.463737e-01,5.659396e-01,-7.545551e-01,6.975739e-01,-6.567286e-01,3.426281e-01,-8.216217e-01,2.696736e-01,-6.701500e-01,-3.253367e-02,-7.083072e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-5.334044e-01,-5.804105e-01,-4.295748e-01,-6.588597e-01,6.418464e-01,4.105082e-01,5.616878e-01,5.043936e-01
211,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.603068e-01,1.033598e-01,-5.308453e-01,-5.777030e-01,9.509017e-01,-3.178262e-01,3.540618e-01,-7.637789e-01,8.434544e-02,5.635521e-02,7.286519e-01,-9.000201e-02,8.287470e-01,-3.443158e-01,1.452760e-02,-7.173792e-03,-1.386393e-02,-1.473084e-02,6.389264e-01,4.078398e-01,8.287255e-01,-3.444496e-01,8.286421e-01,-3.445845e-01,3.552086e-01,-7.635335e-01,-3.447934e-02,-7.615871e-02,1.281795e-02,1.029219e-02,-4.267638e-01,-6.558973e-01,7.914120e-02,6.121389e-02,2.723303e-01,-7.320356e-01,-6.331070e-02,-4.347330e-02,1.098488e-01,-5.839427e-02,8.287494e-01,-3.441285e-01,3.546033e-01,-7.638366e-01,3.630589e-01,-5.238640e-01,3.594038e-01,-7.657043e-01,-7.308349e-03,9.897435e-03,4.340507e-02,7.543284e-02,-8.637927e-02,-7.741577e-02,8.207239e-01,-3.444848e-01,3.549919e-01,-7.656081e-01,8.319484e-01,-3.545297e-01,3.548419e-01,-7.638509e-01,5.587633e-01,5.017064e-01,3.597263e-01,-6.419465e-01,7.755099e-02,-7.083039e-01,7.462792e-01,-6.066052e-01,4.242621e-01,-8.119685e-01,8.728420e-01,-3.915970e-01,6.323645e-01,-7.161612e-01,7.954941e-01,-7.101046e-03,7.177195e-01,-2.623080e-01,7.964272e-01,-9.359437e-02,6.706712e-01,-3.644757e-01,8.609715e-01,-4.463737e-01,5.659396e-01,-7.545551e-01,6.975739e-01,-6.567286e-01,3.426281e-01,-8.216217e-01,2.696736e-01,-6.701500e-01,-3.253368e-02,-7.083072e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-5.334044e-01,-5.804105e-01,-4.295748e-01,-6.588597e-01,6.418464e-01,4.105082e-01,5.616878e-01,5.043936e-01
212,-1,-1,-2,-2,1,1,1,1,-1,-1,2,2,2,2,-1,-1,-1,-1,-2,-2,1,1,1,1,2,2,-2,-2,-1,-1,-2,-2,-2,-2,1,1,-1,-1,-1,-1,2,2,1,1,2,2,1,1,-1,-1,-2,-2,-2,-2,1,1,2,2,2,2,2,2,-2,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.703680e-01,1.056111e-01,-4.390741e-01,-5.110817e-01,9.146542e-01,-3.013722e-01,3.097019e-01,-7.141869e-01,1.185401e-01,1.037515e-01,7.485305e-01,-1.363243e-01,8.355258e-01,-3.451650e-01,7.468364e-02,6.502178e-02,6.213873e-02,5.470671e-02,5.623296e-01,3.275661e-01,8.113512e-01,-3.453302e-01,8.113704e-01,-3.410146e-01,3.564635e-01,-7.636935e-01,1.912927e-01,1.443265e-01,-5.603775e-02,-6.564256e-02,-3.273812e-01,-5.539781e-01,-1.323998e-01,-1.070962e-01,2.574332e-01,-6.821528e-01,-7.787547e-02,-9.252935e-02,1.387421e-01,-1.645105e-01,8.295300e-01,-3.439626e-01,3.106930e-01,-7.173365e-01,3.737319e-01,-5.993794e-01,3.198608e-01,-7.210028e-01,-6.336417e-02,-6.067653e-02,-1.868251e-01,-1.483908e-01,1.222245e-01,8.597416e-02,7.959517e-01,-3.461406e-01,3.539345e-01,-7.703561e-01,8.308849e-01,-3.521413e-01,3.322866e-01,-7.547618e-01,4.330156e-01,4.025832e-01,3.360205e-01,-6.132956e-01,9.478522e-02,-6.756693e-01,6.894629e-01,-5.637013e-01,3.782630e-01,-7.575572e-01,8.331472e-01,-3.595455e-01,5.699466e-01,-6.201302e-01,7.885268e-01,-2.981288e-02,6.626216e-01,-2.493207e-01,7.756931e-01,-1.219108e-01,5.646481e-01,-3.219546e-01,7.959080e-01,-4.340934e-01,4.597025e-01,-6.677387e-01,6.292418e-01,-5.917066e-01,2.619180e-01,-7.340472e-01,2.332722e-01,-6.300461e-01,-4.464574e-02,-6.521632e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-4.412692e-01,-5.134629e-01,-3.297658e-01,-5.565140e-01,5.650290e-01,3.300115e-01,4.357430e-01,4.050583e-01
