#time,CK_0007a,CK_0007b,CK_0008a,CK_0008b,CK_0009a,CK_0009b,CK_0010a,CK_0010b,CK_0011a,CK_0011b,CK_0012a,CK_0012b,CK_0013a,CK_0013b,CK_0014a,CK_0014b,CK_0015a,CK_0015b,CK_0016a,CK_0016b,CK_0017a,CK_0017b,CK_0018a,CK_0018b,CK_0019a,CK_0019b,CK_0020a,CK_0020b,CK_0021a,CK_0021b,CK_0022a,CK_0022b,CK_0023a,CK_0023b,CK_0024a,CK_0024b,CK_0025a,CK_0025b,CK_0026a,CK_0026b,CK_0027a,CK_0027b,CK_0028a,CK_0028b,CK_0029a,CK_0029b,CK_0030a,CK_0030b,CK_0031a,CK_0031b,CK_0032a,CK_0032b,CK_0033a,CK_0033b,CK_0034a,CK_0034b,CK_0027a,CK_0027b,CK_0028a,CK_0028b,CK_0029a,CK_0029b,CK_0030a,CK_0030b,CK_0031a,CK_0031b,CK_0032a,CK_0032b,CK_0033a,CK_0033b,CK_0034a,CK_0034b,Vout_0007a,Vout_0007b,Vout_0008a,Vout_0008b,Vout_0009a,Vout_0009b,Vout_0010a,Vout_0010b,Vout_0011a,Vout_0011b,Vout_0012a,Vout_0012b,Vout_0013a,Vout_0013b,Vout_0014a,Vout_0014b,Vout_0015a,Vout_0015b,Vout_0016a,Vout_0016b,Vout_0017a,Vout_0017b,Vout_0018a,Vout_0018b,Vout_0019a,Vout_0019b,Vout_0020a,Vout_0020b,Vout_0021a,Vout_0021b,Vout_0022a,Vout_0022b,Vout_0023a,Vout_0023b,Vout_0024a,Vout_0024b,Vout_0025a,Vout_0025b,Vout_0026a,Vout_0026b,Vout_0027a,Vout_0027b,Vout_0028a,Vout_0028b,Vout_0029a,Vout_0029b,Vout_0030a,Vout_0030b,Vout_0031a,Vout_0031b,Vout_0032a,Vout_0032b,Vout_0033a,Vout_0033b,Vout_0034a,Vout_0034b,Vout_0027a,Vout_0027b,Vout_0028a,Vout_0028b,Vout_0029a,Vout_0029b,Vout_0030a,Vout_0030b,Vout_0031a,Vout_0031b,Vout_0032a,Vout_0032b,Vout_0033a,Vout_0033b,Vout_0034a,Vout_0034b,driver_0005a,driver_0005b,driver_0006a,driver_0006b,Out_0025a,Out_0025b,Out_0018a,Out_0018b,Out_0026a,Out_0026b,Out_0008a,Out_0008b
147,2,2,1,1,-1,-1,-2,-2,1,1,-1,-1,2,2,1,1,-2,-2,-1,-1,-2,-2,1,1,1,1,2,2,2,2,1,1,-1,-1,-2,-2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9.264101e-01,-3.407612e-01,3.287000e-01,-7.255023e-01,-9.739997e-02,1.423890e-01,1.544550e-01,1.818977e-01,8.188515e-01,-2.438404e-01,1.487510e-01,2.406302e-01,3.780055e-01,-5.988552e-01,5.759096e-01,-2.775591e-01,4.275435e-01,4.492755e-01,1.340725e-01,-1.438318e-01,1.637925e-01,-9.851132e-03,6.611763e-01,-6.207428e-01,5.784710e-01,-3.057173e-01,2.460189e-01,-7.318731e-01,7.461772e-01,-1.330720e-01,2.269077e-01,-6.480214e-01,2.768897e-01,1.240766e-01,5.613473e-01,1.823249e-01,8.487178e-01,-4.617930e-01,8.000105e-01,-3.487933e-01,8.366387e-01,-3.462741e-01,3.302380e-01,-7.543900e-01,8.294450e-01,-3.448987e-01,3.562236e-01,-7.642358e-01,8.327809e-01,-3.588382e-01,3.557599e-01,-7.600948e-01,7.310798e-01,-1.118186e-01,3.489817e-01,-4.921880e-01,8.597980e-01,-5.695401e-01,5.922913e-01,-8.127900e-01,8.144774e-01,-6.689604e-01,4.677142e-01,-8.098862e-01,6.528133e-01,-7.438109e-01,2.570166e-01,-8.253810e-01,2.510169e-01,-6.844300e-01,-7.564312e-02,-7.018476e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,8.496712e-01,-4.613945e-01,6.620375e-01,-6.201400e-01,7.994373e-01,-3.496906e-01,3.286116e-01,-7.258257e-01
148,2,2,0,0,0,0,-2,-2,0,0,0,0,2,2,0,0,-2,-2,0,0,-2,-2,0,0,0,0,2,2,2,2,0,0,0,0,-2,-2,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9.248590e-01,-3.331444e-01,3.060963e-01,-6.906296e-01,1.507885e-01,-5.416116e-02,1.230748e-01,1.700796e-01,8.239538e-01,-2.425399e-01,4.951697e-01,1.514585e-01,3.578200e-01,-7.805281e-01,4.590143e-01,-2.655717e-01,4.149023e-01,3.802773e-01,3.446531e-01,-6.367738e-01,1.599267e-01,3.109775e-02,6.240919e-01,-5.249345e-01,5.321665e-01,-2.658289e-01,2.475524e-01,-7.245893e-01,8.266125e-01,-3.431940e-01,1.842362e-01,-6.112415e-01,7.773090e-01,-2.673297e-01,5.027180e-01,1.290776e-01,8.408792e-01,-4.183003e-01,7.919371e-01,-3.549497e-01,8.485650e-01,-3.457031e-01,3.100130e-01,-7.454927e-01,8.299670e-01,-3.441797e-01,3.582006e-01,-7.645256e-01,8.327313e-01,-3.586072e-01,3.561436e-01,-7.600510e-01,7.310741e-01,-1.116382e-01,3.491059e-01,-4.920502e-01,8.743597e-01,-5.421445e-01,5.946387e-01,-7.809827e-01,8.165627e-01,-6.626219e-01,4.659664e-01,-8.079876e-01,6.531618e-01,-7.427257e-01,2.546838e-01,-8.250453e-01,2.507917e-01,-6.843952e-01,-7.709061e-02,-7.016832e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,8.418327e-01,-4.179005e-01,6.249544e-01,-5.243313e-01,7.913996e-01,-3.558489e-01,3.062803e-01,-6.908802e-01
149,2,2,-1,-1,1,1,-2,-2,-1,-1,1,1,2,2,-1,-1,-2,-2,1,1,-2,-2,-1,-1,-1,-1,2,2,2,2,-1,-1,1,1,-2,-2,-1,-1,-1,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9.249303e-01,-3.330745e-01,-5.931154e-02,-2.500928e-01,2.723121e-01,-2.883250e-01,1.520519e-01,1.554326e-01,2.093796e-01,6.680838e-02,6.136332e-01,2.616685e-02,3.600212e-01,-7.716384e-01,5.948851e-03,1.849806e-01,2.659035e-01,2.596056e-01,3.506741e-01,-6.898162e-01,1.514934e-01,1.220750e-01,3.414597e-01,9.322708e-02,1.904603e-01,1.244806e-01,2.478141e-01,-7.250991e-01,8.255932e-01,-3.392805e-01,-3.724362e-03,-1.161231e-01,7.977182e-01,-3.124422e-01,2.523483e-01,1.561483e-01,4.054846e-01,1.080719e-01,1.875703e-01,-1.355799e-01,6.584415e-01,-3.812575e-01,1.857091e-01,-7.014863e-01,8.406164e-01,-3.444753e-01,3.574247e-01,-7.644694e-01,8.324298e-01,-3.591292e-01,3.555986e-01,-7.602220e-01,7.311002e-01,-1.120539e-01,3.488410e-01,-4.924033e-01,8.289867e-01,-2.020335e-01,6.485453e-01,-4.733131e-01,8.579367e-01,-4.996520e-01,5.301894e-01,-7.757862e-01,6.861034e-01,-6.861408e-01,3.121950e-01,-8.216485e-01,2.636723e-01,-6.760916e-01,-4.765763e-02,-7.059938e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,4.064385e-01,1.084722e-01,3.423236e-01,9.382903e-02,1.867062e-01,-1.367775e-01,-5.921617e-02,-2.504869e-01
150,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9.250511e-01,-3.327258e-01,-8.538710e-02,-1.056709e-01,3.414015e-01,-4.385242e-01,1.682343e-01,1.295714e-01,5.684987e-02,2.077223e-02,7.164837e-01,-4.050289e-02,3.616179e-01,-7.654322e-01,-1.505948e-01,2.915743e-02,1.562428e-01,4.186540e-02,3.643547e-01,-7.495430e-01,1.203057e-01,1.133063e-01,5.144324e-01,4.721199e-01,1.058316e-01,9.729610e-02,2.483602e-01,-7.252857e-01,8.261994e-01,-3.395834e-01,-4.596838e-02,-7.236612e-02,8.339778e-01,-3.497531e-01,2.809856e-02,-7.413970e-04,6.191619e-01,3.881703e-01,7.911975e-02,-9.407388e-02,5.447104e-01,-3.501284e-01,9.111279e-02,-6.528255e-01,8.277190e-01,-3.466117e-01,3.557762e-01,-7.638474e-01,8.330922e-01,-3.590721e-01,3.557276e-01,-7.601594e-01,7.310947e-01,-1.119412e-01,3.489327e-01,-4.922827e-01,7.986031e-01,-1.048009e-01,6.588967e-01,-3.759221e-01,8.603011e-01,-4.556318e-01,5.549554e-01,-7.547799e-01,6.942337e-01,-6.636530e-01,3.319842e-01,-8.215280e-01,2.675539e-01,-6.721011e-01,-3.821478e-02,-7.076059e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,6.201160e-01,3.885709e-01,5.152945e-01,4.727212e-01,7.810558e-02,-9.542667e-02,-8.531434e-02,-1.061300e-01
151,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9.250511e-01,-3.327258e-01,-8.538704e-02,-1.056705e-01,3.414016e-01,-4.385242e-01,1.682343e-01,1.295714e-01,5.684987e-02,2.077223e-02,7.164837e-01,-4.050292e-02,3.616179e-01,-7.654322e-01,-1.505948e-01,2.915743e-02,1.562428e-01,4.186541e-02,3.643547e-01,-7.495430e-01,1.203057e-01,1.133063e-01,5.144324e-01,4.721199e-01,1.058317e-01,9.729617e-02,2.483602e-01,-7.252857e-01,8.261994e-01,-3.395835e-01,-4.596836e-02,-7.236608e-02,8.339778e-01,-3.497531e-01,2.809857e-02,-7.413823e-04,6.191619e-01,3.881703e-01,7.911997e-02,-9.407241e-02,5.447087e-01,-3.501265e-01,9.111170e-02,-6.528244e-01,8.277181e-01,-3.466118e-01,3.557762e-01,-7.638475e-01,8.330922e-01,-3.590721e-01,3.557276e-01,-7.601594e-01,7.310947e-01,-1.119412e-01,3.489327e-01,-4.922827e-01,7.986031e-01,-1.048009e-01,6.588967e-01,-3.759221e-01,8.603011e-01,-4.556318e-01,5.549554e-01,-7.547799e-01,6.942337e-01,-6.636530e-01,3.319842e-01,-8.215280e-01,2.675539e-01,-6.721011e-01,-3.821479e-02,-7.076059e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,6.201160e-01,3.885709e-01,5.152945e-01,4.727212e-01,7.810576e-02,-9.542544e-02,-8.531428e-02,-1.061297e-01
152,1,1,-2,-2,2,2,-1,-1,-2,-2,2,2,1,1,-2,-2,-1,-1,2,2,-1,-1,-2,-2,-2,-2,1,1,1,1,-2,-2,2,2,-1,-1,-2,-2,-2,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8.875539e-01,-3.136142e-01,-8.953358e-02,-1.171850e-01,3.942105e-01,-5.683288e-01,2.876602e-01,1.393878e-01,-1.355588e-01,-1.406783e-01,7.526294e-01,-1.188064e-01,3.197881e-01,-7.211344e-01,-2.836738e-01,-1.612245e-01,1.961177e-01,-9.549461e-02,3.370033e-01,-7.602526e-01,1.584116e-01,1.556314e-01,4.060869e-01,3.882283e-01,8.510243e-02,9.727849e-02,2.293587e-01,-6.761983e-01,8.016680e-01,-3.452912e-01,-4.186483e-02,-7.697975e-02,8.387663e-01,-3.446172e-01,-7.241686e-03,-7.817657e-02,5.523106e-01,3.142189e-01,8.544010e-02,-4.518687e-02,4.923547e-01,-2.969540e-01,7.016450e-02,-6.121778e-01,7.931423e-01,-3.489488e-01,3.275219e-01,-7.251447e-01,8.136198e-01,-3.473824e-01,3.106200e-01,-7.069151e-01,6.932005e-01,-1.059079e-01,2.982318e-01,-4.415060e-01,7.755141e-01,-1.284554e-01,5.552034e-01,-3.219743e-01,7.925186e-01,-4.409554e-01,4.511220e-01,-6.711133e-01,6.270622e-01,-5.934022e-01,2.575904e-01,-7.339254e-01,2.320101e-01,-6.307888e-01,-4.693143e-02,-6.514674e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,5.532281e-01,3.146255e-01,4.069561e-01,3.888275e-01,8.458185e-02,-4.631089e-02,-8.934374e-02,-1.174668e-01
153,0,0,-2,-2,2,2,0,0,-2,-2,2,2,0,0,-2,-2,0,0,2,2,0,0,-2,-2,-2,-2,0,0,0,0,-2,-2,2,2,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.603234e-01,-3.115043e-01,-8.843365e-02,-1.346672e-01,3.770727e-01,-7.851152e-01,8.065764e-01,-2.562127e-01,-2.991651e-01,-3.970959e-01,8.236250e-01,-3.065646e-01,2.906844e-01,-6.854737e-01,-3.912586e-01,-4.508506e-01,4.067082e-01,-7.090274e-01,3.159835e-01,-7.463161e-01,6.540983e-01,-2.939231e-02,3.180332e-01,2.971452e-01,1.318351e-01,1.050803e-01,2.204869e-01,-6.391337e-01,7.906433e-01,-3.556923e-01,1.061881e-01,-6.196867e-02,8.505091e-01,-3.383940e-01,3.859727e-01,-4.191069e-01,4.693902e-01,2.127871e-01,8.939793e-02,-3.778060e-02,4.820954e-01,-2.991515e-01,8.752272e-02,-5.939972e-01,7.902495e-01,-3.687389e-01,3.004520e-01,-6.968709e-01,7.877661e-01,-2.871159e-01,2.804096e-01,-6.571636e-01,6.058763e-01,-6.290675e-02,3.019519e-01,-4.117045e-01,7.628861e-01,-1.727187e-01,5.125453e-01,-2.939970e-01,7.003949e-01,-4.353845e-01,4.144331e-01,-6.422429e-01,5.204393e-01,-5.002566e-01,2.785944e-01,-6.533664e-01,2.029293e-01,-5.750214e-01,-1.024905e-02,-6.446194e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,4.702784e-01,2.132004e-01,3.189006e-01,2.977381e-01,8.865550e-02,-3.873708e-02,-8.818262e-02,-1.348970e-01
154,-1,-1,-2,-2,2,2,1,1,-2,-2,2,2,-1,-1,-2,-2,1,1,2,2,1,1,-2,-2,-2,-2,-1,-1,-1,-1,-2,-2,2,2,1,1,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.194710e-01,8.778745e-02,-7.871710e-02,-5.846018e-02,3.721274e-01,-7.787117e-01,8.164538e-01,-3.022845e-01,-3.967224e-01,-4.631852e-01,8.359602e-01,-3.158665e-01,-4.658881e-02,-2.560113e-01,-4.746880e-01,-5.500159e-01,4.189046e-01,-7.176514e-01,1.877981e-01,-7.021635e-01,6.970909e-01,-5.314260e-02,6.372893e-02,1.137018e-01,1.554324e-01,1.109395e-01,5.323632e-02,-1.733633e-01,1.932209e-01,-1.348989e-01,8.986753e-02,-6.315165e-02,6.585765e-01,-3.769674e-01,3.907662e-01,-4.478661e-01,1.233439e-01,9.190351e-02,1.015150e-01,8.038601e-02,1.323052e-01,1.165310e-01,-1.256091e-01,-9.965068e-02,1.195176e-01,1.189161e-01,-1.073218e-01,-1.058645e-01,1.183530e-01,1.171400e-01,-1.058518e-01,-1.057639e-01,1.120219e-01,1.019798e-01,-1.001089e-01,-1.008419e-01,8.352897e-02,7.518146e-02,6.287755e-02,8.658090e-02,-7.569470e-03,-7.426072e-03,-2.353856e-02,7.877843e-03,-5.618146e-02,-5.239053e-02,-7.297264e-02,-3.936682e-02,-1.678737e-01,-1.489064e-01,-1.780672e-01,-1.399117e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,1.239089e-01,9.235635e-02,6.443387e-02,1.143011e-01,1.009417e-01,7.977794e-02,-7.850951e-02,-5.855594e-02
155,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4.334951e-01,1.445308e-01,-8.147469e-02,-8.658564e-02,3.682576e-01,-7.683500e-01,8.442337e-01,-3.285568e-01,-4.880263e-01,-5.487738e-01,8.277876e-01,-3.289147e-01,-9.150593e-02,-1.082104e-01,-5.490650e-01,-6.411168e-01,4.297001e-01,-7.491249e-01,9.481622e-02,-6.553088e-01,7.369120e-01,-6.120980e-02,-1.073991e-01,-1.026457e-01,1.574750e-01,1.099500e-01,2.057641e-02,-8.850486e-02,9.109589e-02,-9.237973e-02,1.079353e-01,-6.352161e-02,5.489064e-01,-3.493620e-01,4.280197e-01,-4.884289e-01,-9.379221e-02,-8.135779e-02,1.001846e-01,9.654209e-02,9.484216e-02,9.390630e-02,-8.863240e-02,-8.951924e-02,9.324888e-02,9.255908e-02,-8.982503e-02,-8.968291e-02,9.141937e-02,8.879411e-02,-8.888629e-02,-8.652197e-02,8.143151e-02,6.023100e-02,-7.946608e-02,-5.936401e-02,-2.980193e-02,-2.640040e-02,-3.422952e-02,-3.243869e-02,-1.563089e-02,-1.412846e-02,-1.764044e-02,-1.684370e-02,-2.005673e-02,-1.689994e-02,-2.064477e-02,-2.141731e-02,-9.546070e-02,-7.332200e-02,-8.397221e-02,-9.911898e-02,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-9.344233e-02,-8.108526e-02,-1.068171e-01,-1.021978e-01,9.988005e-02,9.617101e-02,-8.125348e-02,-8.667989e-02
156,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4.334951e-01,1.445308e-01,-8.147469e-02,-8.658564e-02,3.682576e-01,-7.683500e-01,8.442337e-01,-3.285568e-01,-4.880263e-01,-5.487738e-01,8.277876e-01,-3.289147e-01,-9.150593e-02,-1.082104e-01,-5.490650e-01,-6.411168e-01,4.297001e-01,-7.491248e-01,9.481623e-02,-6.553088e-01,7.369120e-01,-6.120979e-02,-1.073991e-01,-1.026457e-01,1.574750e-01,1.099500e-01,2.057641e-02,-8.850486e-02,9.109589e-02,-9.237974e-02,1.079353e-01,-6.352161e-02,5.489064e-01,-3.493620e-01,4.280197e-01,-4.884289e-01,-9.379221e-02,-8.135779e-02,1.001846e-01,9.654209e-02,9.484216e-02,9.390630e-02,-8.863240e-02,-8.951924e-02,9.324887e-02,9.255908e-02,-8.982503e-02,-8.968291e-02,9.141937e-02,8.879411e-02,-8.888629e-02,-8.652197e-02,8.143151e-02,6.023100e-02,-7.946608e-02,-5.936401e-02,-2.980193e-02,-2.640040e-02,-3.422952e-02,-3.243869e-02,-1.563089e-02,-1.412846e-02,-1.764044e-02,-1.684370e-02,-2.005673e-02,-1.689994e-02,-2.064477e-02,-2.141731e-02,-9.546070e-02,-7.332200e-02,-8.397221e-02,-9.911898e-02,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-9.344233e-02,-8.108526e-02,-1.068171e-01,-1.021978e-01,9.988005e-02,9.617101e-02,-8.125348e-02,-8.667989e-02
157,-2,-2,-1,-1,1,1,2,2,-1,-1,1,1,-2,-2,-1,-1,2,2,1,1,2,2,-1,-1,-1,-1,-2,-2,-2,-2,-1,-1,1,1,2,2,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4.351680e-01,1.477615e-01,-7.547601e-02,-1.278769e-01,3.473632e-01,-7.295316e-01,8.441366e-01,-3.070444e-01,-7.104524e-02,-4.851421e-01,7.947638e-01,-3.351263e-01,-9.172693e-02,-1.176171e-01,-3.336281e-01,-3.843321e-01,4.211096e-01,-7.918699e-01,7.524105e-02,-6.164877e-01,7.939267e-01,-1.026096e-01,-2.127424e-01,-2.141278e-01,2.604270e-01,1.120632e-01,2.173832e-02,-8.734638e-02,9.995670e-02,-3.905086e-02,1.664380e-01,-1.616326e-01,4.966063e-01,-2.912803e-01,5.501254e-01,-6.281772e-01,-1.126527e-01,-2.393518e-01,1.206379e-01,1.315273e-01,7.724927e-02,9.405577e-02,-5.967539e-02,-8.613040e-02,9.380392e-02,9.303630e-02,-8.813223e-02,-8.851052e-02,9.183014e-02,8.915058e-02,-8.801811e-02,-8.585624e-02,8.174130e-02,6.050155e-02,-7.894202e-02,-5.894046e-02,-2.945188e-01,-2.550237e-01,-2.683859e-01,-3.167460e-01,-6.159822e-02,-5.258981e-02,-5.640159e-02,-6.321105e-02,-3.442381e-02,-2.981763e-02,-3.344312e-02,-3.575875e-02,-1.015604e-01,-7.904767e-02,-8.962289e-02,-1.051933e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-1.123030e-01,-2.390792e-01,-2.121597e-01,-2.136804e-01,1.203469e-01,1.311092e-01,-7.535692e-02,-1.280082e-01
158,-2,-2,0,0,0,0,2,2,0,0,0,0,-2,-2,0,0,2,2,0,0,2,2,0,0,0,0,-2,-2,-2,-2,0,0,0,0,2,2,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4.347166e-01,1.473350e-01,2.759856e-01,-4.073475e-01,3.206205e-01,-7.428615e-01,8.911470e-01,-2.336072e-01,4.893021e-01,-7.079284e-01,7.567666e-01,-3.027515e-01,-9.595793e-02,-1.359473e-01,3.034093e-02,-6.448766e-01,6.037296e-01,-8.018504e-01,8.605321e-02,-6.013033e-01,8.847805e-01,-2.858348e-01,-6.354456e-02,-5.972261e-01,7.694670e-01,-2.620728e-01,2.060550e-02,-8.931139e-02,9.995944e-02,-3.423073e-02,3.675384e-01,-6.941971e-01,4.825768e-01,-3.031265e-01,7.923654e-01,-7.763923e-01,2.610033e-01,-5.986939e-01,5.510345e-01,-7.104855e-03,1.059833e-01,1.001756e-01,9.061091e-02,-6.749848e-02,9.679526e-02,9.464600e-02,-8.242792e-02,-8.600105e-02,9.273790e-02,8.968745e-02,-8.671996e-02,-8.511664e-02,8.207347e-02,6.071625e-02,-7.849089e-02,-5.864933e-02,-4.749640e-01,-5.322992e-01,-4.274020e-01,-6.101338e-01,-9.949611e-02,-8.790050e-02,-8.277634e-02,-9.909909e-02,-4.425680e-02,-3.925403e-02,-4.076082e-02,-4.483113e-02,-1.051168e-01,-8.258352e-02,-9.243226e-02,-1.084932e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,2.613531e-01,-5.984215e-01,-6.296238e-02,-5.967783e-01,5.507793e-01,-7.479681e-03,2.760881e-01,-4.074815e-01
159,-2,-2,1,1,-1,-1,2,2,1,1,-1,-1,-2,-2,1,1,2,2,-1,-1,2,2,1,1,1,1,-2,-2,-2,-2,1,1,-1,-1,2,2,1,1,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4.363755e-01,1.511246e-01,2.932041e-01,-4.587965e-01,-2.566382e-02,-3.751442e-01,7.635168e-01,-2.470014e-01,5.760704e-01,-7.613403e-01,1.896447e-01,-7.677418e-02,-8.461131e-02,-6.040795e-02,2.082770e-01,-7.158271e-01,5.968644e-01,-7.613908e-01,-1.203294e-01,-1.174405e-01,8.888980e-01,-2.756654e-01,-1.485203e-02,-6.430186e-01,7.998866e-01,-3.346816e-01,2.230645e-02,-8.545993e-02,1.124366e-01,8.444179e-02,3.830416e-01,-7.295608e-01,1.360006e-01,1.145163e-01,8.518274e-01,-7.489101e-01,2.777697e-01,-6.339293e-01,6.717587e-01,-7.121436e-02,1.576114e-01,1.073217e-01,6.780759e-02,-7.213449e-02,9.841079e-02,9.509212e-02,-8.357618e-02,-8.641779e-02,9.285597e-02,8.969762e-02,-8.693841e-02,-8.526201e-02,8.204598e-02,6.067635e-02,-7.860013e-02,-5.873689e-02,-5.204862e-01,-5.672713e-01,-4.413092e-01,-6.418447e-01,-1.034278e-01,-9.175681e-02,-8.213733e-02,-1.010535e-01,-4.427093e-02,-3.950875e-02,-3.986265e-02,-4.442131e-02,-1.047853e-01,-8.237370e-02,-9.180997e-02,-1.080164e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,2.781191e-01,-6.336564e-01,-1.427016e-02,-6.425701e-01,6.713572e-01,-7.154754e-02,2.929928e-01,-4.589717e-01
160,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4.354522e-01,1.497438e-01,3.661000e-01,-5.274539e-01,-9.415813e-02,-2.341489e-01,7.294597e-01,-2.467529e-01,6.770735e-01,-8.326020e-01,9.252087e-02,-5.367283e-02,-8.748448e-02,-8.855795e-02,3.618352e-01,-8.156220e-01,5.894571e-01,-7.120217e-01,-8.975268e-02,-9.063374e-02,8.911378e-01,-2.754332e-01,3.459572e-02,-6.989555e-01,8.231535e-01,-3.509804e-01,2.154506e-02,-8.664492e-02,1.109251e-01,1.005862e-01,4.046237e-01,-7.771862e-01,9.694025e-02,9.573733e-02,9.215708e-01,-7.146038e-01,3.279988e-01,-6.886305e-01,7.272112e-01,-9.237441e-02,1.618493e-01,1.083527e-01,1.076376e-01,-6.691732e-02,9.903214e-02,9.544639e-02,-8.198529e-02,-8.577185e-02,9.305025e-02,8.980157e-02,-8.664477e-02,-8.512284e-02,8.209945e-02,6.070131e-02,-7.853503e-02,-5.870947e-02,-5.657049e-01,-6.110728e-01,-4.656568e-01,-6.859356e-01,-1.081992e-01,-9.643073e-02,-8.303820e-02,-1.043828e-01,-4.486414e-02,-4.030929e-02,-3.948896e-02,-4.459457e-02,-1.047447e-01,-8.245368e-02,-9.142495e-02,-1.078136e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,3.283466e-01,-6.883560e-01,3.517638e-02,-6.985041e-01,7.268927e-01,-9.262485e-02,3.658192e-01,-5.276766e-01
